BHID,DIP,AT,AZ
9484,90,0,195.31
9484,79,59.43,195.31
9484,67,118.87,197.31
B-479,74,0,93.14
B-479,74,900,93.14
CE-3090-1,80,0,182.31
CE-3090-1,80,900,182.31
CE-3120-1,75,0,182.31
CE-3120-1,75,900,182.31
CE-3120-2,53,0,2.31
CE-3120-2,53,900,2.31
CE-3135-1,75,0,182.31
CE-3135-1,75,900,182.31
CE-3135-2,75,0,182.31
CE-3135-2,75,900,182.31
CE-3195-1,63,0,362.31
CE-3195-1,63,900,362.31
CE-3195-2,75,0,362.31
CE-3195-2,75,900,362.31
CE-3210-15,90,0,2.31
CE-3210-15,90,900,2.31
CE-3255-14,75,0,182.31
CE-3255-14,75,900,182.31
CE-3255-15,80,0,182.31
CE-3255-15,80,900,182.31
CE-3420-10,45,0,182.31
CE-3420-10,45,900,182.31
CE-3480-4,45,0,182.31
CE-3480-4,45,900,182.31
CE-3480-5,45,0,182.31
CE-3480-5,45,900,182.31
CE-5295-7,60,0,362.31
CE-5295-7,60,900,362.31
E-001,45,0,362.31
E-001,45,900,362.31
E-001A,65,0,362.31
E-001A,63,60.96,362.31
E-002,45,0,2.31
E-002,45,900,2.31
E-002A,65,0,2.31
E-002A,68.2,60.96,2.31
E-003,45,0,2.31
E-003,45,900,2.31
E-003A,65,0,2.31
E-003A,65,900,2.31
E-004,45,0,182.31
E-004,45,900,182.31
E-004A,60,0,182.31
E-004A,50,60.96,182.31
E-004B,85,0,182.31
E-004B,84,60.96,182.31
E-005,80,0,2.31
E-005,78,60.96,2.31
E-005A,40,0,182.31
E-005A,35,60.96,182.31
E-006,45,0,2.31
E-006,41,60.96,2.31
E-006,34,152.4,2.31
E-006,27,213.36,2.31
E-007,65,0,2.31
E-007,56.5,60.96,2.31
E-007A,40,0,182.31
E-007A,33,60.96,182.31
E-007A,26,182.88,182.31
E-018,45,0,2.31
E-018,36,60.96,2.31
E-019,45,0,2.31
E-019,34.5,60.96,2.31
E-019,9.5,176.47,2.31
E-020,45,0,2.31
E-020,33,60.96,2.31
E-020,23,147.82,2.31
E-033,60,0,2.31
E-033,57,76.2,2.31
E-033,53,152.4,2.31
E-033,47,228.6,2.31
E-033,34.5,304.19,2.31
E-035,60,0,2.31
E-035,55,91.44,2.31
E-035,47,182.88,2.31
E-035,42,274.32,2.31
E-035,35,331.62,2.31
E-036,70,0,361.31
E-036,69,91.44,361.31
E-036,67,182.88,361.31
E-036,64,274.32,361.31
E-036,61,365.76,361.31
E-036,58,457.2,361.31
E-231,45,0,3.31
E-231,36,60.96,362.11
E-231,22,152.4,360.31
E-232,65,0,3.31
E-232,52,60.96,3.31
E-232,41,152.4,3.31
E-240,90,0,172.31
E-240,80,60.96,172.31
E-240,77,121.92,172.31
E-240,65,182.88,172.31
E-240,37,243.84,172.31
E-240,33,289.56,172.31
E-242,90,0,182.31
E-242,88,60.96,182.31
E-242,83,95.09,182.31
E-242,82,121.92,182.31
E-243,90,0,165.31
E-243,89,30.48,165.31
E-243,89,60.96,165.31
E-243,87,86.86,165.31
E-243,87,91.44,187.31
E-243,86,109.72,187.81
E-243,89,124.96,188.31
E-243,87,152.4,188.81
E-243,85,167.64,189.31
E-243,84,182.88,189.81
E-243,85,184.4,190.31
E-243,87,192.02,190.31
E-243,85,213.36,190.31
E-243,85,216.4,190.31
E-243,86,220.37,190.31
E-243,86,245.97,190.31
E-243,84,249.32,190.31
E-243,85,252.37,190.31
E-243,86,281.33,190.31
E-243,85,284.98,190.31
E-243,86,320.04,190.31
E-243,88,358.44,190.31
E-243,85,362.71,190.31
E-243,86,396.24,190.31
E-243,82,426.72,190.31
E-244,89,0,183.31
E-244,68,152.4,187.31
E-244,60,228.6,193.31
E-245,89,0,183.31
E-245,78,91.44,183.31
E-245,52,243.53,182.31
E-246,89,0,183.31
E-246,80,91.44,187.68
E-246,65,167.64,188.31
E-246,54,243.84,191.31
E-247,89,0,183.31
E-247,74,121.92,190.31
E-247,68,167.64,180.31
E-247,58,243.84,180.31
E-248,89,0,183.31
E-248,82,60.96,192.25
E-248,70,143.25,201.31
E-248,54,243.84,204.31
E-249,89,0,202.31
E-249,88,60.96,202.71
E-249,54,152.4,200.31
E-249,47,243.84,203.31
E-250,89,0,183.31
E-250,85,60.96,187.31
E-250,59,152.4,190.31
E-250,48,243.84,193.31
E-251,89,0,183.31
E-251,85,60.96,189.31
E-251,60,152.4,195.31
E-251,53,243.84,198.31
E-252,89,0,183.31
E-252,87,60.96,167.31
E-252,84,121.92,151.31
E-252,79.5,152.4,143.31
E-252,75.5,182.88,135.31
E-252,68,243.84,119.31
E-253,89,0,183.31
E-253,88,60.96,178.51
E-253,88,76.2,174.31
E-253,72,213.36,172.31
E-253,67,243.84,175.31
E-254,90,0,183.31
E-254,88,60.96,183.31
E-254,77,121.92,183.31
E-254,73,182.88,183.31
E-254,50,243.84,183.31
E-255,89,0,183.31
E-255,82,76.2,156.31
E-255,68,182.88,168.31
E-255,64,213.36,175.31
E-255,60,243.84,178.31
E-256,90,0,182.31
E-256,84,30.48,186.56
E-256,74,60.96,190.81
E-256,68,91.44,195.06
E-256,55,121.92,199.31
E-256,44,152.4,199.31
E-257,90,0,182.31
E-257,88,30.48,186.56
E-257,80,60.96,190.81
E-257,68,91.44,195.06
E-257,50,121.92,199.31
E-257,42,151.48,199.31
E-258,90,0,182.31
E-258,85,30.48,188.81
E-258,73,60.96,195.31
E-258,61,91.44,201.81
E-258,52,121.92,208.31
E-258,48,152.4,208.31
E-259,89,0,183.31
E-259,86,30.48,184.06
E-259,81,60.96,184.81
E-259,78,91.44,185.56
E-259,66,121.92,186.31
E-259,57,152.4,186.31
E-260,90,0,182.31
E-260,88,30.48,187.81
E-260,67,60.96,193.31
E-260,62,91.44,198.81
E-260,53,121.92,204.31
E-260,44,152.4,204.31
E-271,70,0,3.31
E-271,70,30.48,3.31
E-271,66,60.96,3.31
E-271,58,91.44,3.31
E-271,53,121.92,3.31
E-276,80,0,3.31
E-276,80,30.48,3.31
E-276,82,60.96,3.31
E-276,86,91.44,3.31
E-277,75,0,3.31
E-277,72,45.72,3.31
E-277,72,91.44,3.31
E-280,85,0,183.31
E-280,79,60.96,183.31
E-280,77,121.92,183.31
E-280,62,152.4,183.31
E-287,85,0,3.31
E-287,87,45.72,3.31
E-287,88,91.44,3.31
E-289,65,0,3.31
E-289,61,60.96,3.31
E-289,55,121.92,3.31
E-289,49,182.88,3.31
E-290,75,0,183.31
E-290,65,60.96,183.31
E-290,61,121.92,183.31
E-290,54,182.88,183.31
E-292,70,0,3.31
E-292,71,60.96,3.31
E-292,70,121.92,3.31
E-292,68,182.88,3.31
E-296,90,0,2.31
E-296,82,30.48,2.31
E-297,80,0,183.31
E-297,54,60.96,183.31
E-319,50,0,93.31
E-319,52,60.96,93.31
E-319,52,137.16,93.31
G-1,47,0,182.31
G-1,37.5,152.4,182.31
G-1,32,228.6,182.31
G-1,28.5,304.8,182.31
G-2,43,0,182.31
G-2,42,60.96,182.31
G-2,41,91.44,182.31
G-2,37,121.92,182.31
G-2,36,152.4,182.31
G-2,35,182.88,182.31
G-2,36,213.36,182.31
G-2,33,243.84,182.31
G-2,34,274.32,182.31
G-2,32,304.8,182.31
G-4,45.67,0,2.31
G-4,41,30.48,362.31
G-4,25.5,60.96,362.31
G-4,20.5,91.44,362.31
G-4,18.5,121.92,362.31
G-4,16,152.4,362.31
G-4,16,182.88,362.31
G-4,15,213.36,362.31
G-4,14.5,243.84,362.31
G-4,14.5,274.32,362.31
G-4,12.5,304.8,362.31
G-4,12.5,335.28,362.31
G-8,49,0,360.65
G-8,50,60.96,360.66
G-8,46,91.44,360.66
G-8,41,121.92,360.66
G-8,39,152.4,360.66
G-8,35,182.88,360.66
G-8,27.5,213.36,360.66
G-8,24,243.84,360.66
G-8,20.5,274.32,360.66
G-8,19.5,304.8,360.66
L13485,85,0,183.14
L13485,80,30.48,182.64
L13485,75,60.96,182.14
L13485,69,91.44,181.63
L13485,63,121.31,181.14
L13485,60,140.2,181.14
L13486,80,0,3.14
L13486,85,30.48,3.14
L13486,87,60.96,3.14
L13486,86,91.44,3.14
L13486,89,121.92,3.14
L13486,79,134.72,3.14
L13487,80,0,152.14
L13487,76,30.48,152.14
L13487,68,60.96,152.14
L13487,65,89.91,152.14
L13487,62,120.39,152.14
L13487,57,134.11,152.14
L13488,65,0,169.14
L13488,62,32,169.14
L13507,70,0,169.14
L13507,63,30.48,169.14
L13507,54,60.96,169.14
L13507,48,91.44,169.14
L13507,46,121.92,169.14
L13507,46,154.22,169.14
L13550,70,0,77.14
L13550,68,30.48,77.14
L13550,70,57.91,77.14
L13550,69,91.44,77.14
L13550,66,121.92,77.14
L13550,65,132.58,77.14
L14095,60,0,3.14
L14095,60,30.48,3.14
L14095,60,60.96,3.14
L14095,59,91.44,3.14
L14095,58,121.92,3.14
L14095,57,152.4,3.14
L14095,56,182.88,3.14
L14095,55,213.36,3.14
L14096,55,0,3.14
L14096,55,30.48,3.14
L14096,54,60.96,3.14
L14096,54,91.44,3.14
L14096,54,121.92,3.14
L14096,53,152.4,3.14
L14096,53,182.88,3.14
L14096,53,213.36,3.14
L14225,75,0,2.31
L14225,75,45.72,2.31
L14225,74,91.44,2.31
L14225A,45,0,182.31
L14225A,45,900,182.31
L14226,71,0,2.31
L14226,70,45.72,2.31
L14233,80,0,2.31
L14233,80,45.72,2.31
L14233,79,76.2,2.31
L14665,70,0,2.31
L14665,69,45.72,2.31
L14666,50,0,182.31
L14666,46,45.72,182.31
L14666,46,71.62,185.31
L14666,45,91.44,185.31
L14666,45,135.63,186.31
L14670,75,0,182.31
L14670,74,45.72,182.31
L14706,43,0,182.31
L14706,43,45.72,182.31
L14707,90,0,2.31
L14707,88,54.86,2.31
L14708,53,0,2.31
L14708,53,45.72,2.31
L14763,70,0,2.31
L14763,70,30.48,2.31
L14763,69,60.96,2.31
L14764,45,0,182.31
L14764,45,30.48,182.31
L14764,45,60.96,182.31
L14765,90,0,2.31
L14765,90,30.48,2.31
L14765,90,60.96,2.31
L14765,89,91.44,2.31
L14766,45,0,182.31
L14766,45,30.48,182.31
L14766,43,67.97,183.81
L14766,43,68,183.31
L14767,70,0,2.31
L14767,70,30.48,2.31
L14767,70,85.34,2.31
L14768,45,0,182.31
L14768,45,30.48,182.31
L14769,70,0,2.31
L14769,70,30.48,2.31
L14769,69,60.96,2.31
L14769,69,85.34,2.31
M-68,61.4,0,182.31
M-68,61.4,900,182.31
M-69,52.77,0,2.31
M-69,52.77,900,2.31
M-70,50.43,0,89.29
M-70,50.43,900,89.29
SpecialG,42.33,0,123.89
SpecialG,42.33,900,123.89
