BHID,XCOLLAR,YCOLLAR,ZCOLLAR,AZ_UTM,DIP,LENGTH
CE-3090-1,294078.4,5331080.02,305.09,182.31,-80,42.06
CE-3120-1,294087.76,5331084.61,304.55,182.31,-75,56.99
CE-3120-2,294087.29,5331072.36,305.99,2.31,-53,76.2
CE-3135-1,294092.16,5331081.32,304.27,182.31,-75,68.88
CE-3135-2,294091.7,5331069.73,306.42,182.31,-75,42.67
CE-3195-1,294109.53,5331059,307.85,362.31,-63,40.84
CE-3195-2,294109.79,5331065.05,307.37,362.31,-75,45.72
CE-3210-15,294113.99,5331056,307.33,2.31,-90,56.38
CE-3255-14,294127.32,5331046.31,307.94,182.31,-75,43.98
CE-3255-15,294128.12,5331065.52,300.17,182.31,-80,37.79
CE-3420-10,294176.77,5331024.48,302.45,182.31,-45,36.27
CE-3480-4,294194.42,5331010.94,305.45,182.31,-45,47.54
CE-3480-5,294195.24,5331024.89,302.63,182.31,-45,48.76
CE-5295-7,294752.06,5331106.45,316.47,362.31,-60,21.33
E-001,294921.13,5330954.1,318.92,362.31,-45,48.76
E-001A,294921.13,5330954.1,318.92,362.31,-65,81.99
E-002,294890.55,5330951.93,318.64,2.31,-45,42.67
E-002A,294890.55,5330951.93,318.64,2.31,-65,67.36
E-003,294951.49,5330950.18,318.27,2.31,-45,40.84
E-003A,294951.49,5330950.18,318.27,2.31,-65,58.82
E-004,294922.12,5330981.51,321.37,182.31,-45,54.46
E-004A,294922.12,5330981.51,321.37,182.31,-60,90.52
E-004B,294922.12,5330981.51,321.37,182.31,-85,91.28
E-005,294920.91,5330948.01,318.51,2.31,-80,91.59
E-005A,294920.91,5330948.01,318.51,182.31,-40,91.89
E-006,295042.6,5330932.17,317.43,2.31,-45,223.72
E-007,295042.98,5330942.83,317.59,2.31,-65,82.54
E-007A,295042.98,5330942.83,317.59,182.31,-40,183.33
E-018,295219.22,5330927.1,316.76,2.31,-45,82.6
E-019,295188.74,5330927.98,317.1,2.31,-45,176.47
E-020,295115.68,5330930.07,316.76,2.31,-45,147.82
E-033,295039.36,5330842.3,317.28,2.31,-60,304.19
E-035,295112.26,5330835.64,318.04,2.31,-60,331.72
E-036,295182.72,5330760.46,318.75,361.31,-70,459.02
E-231,293826.46,5330964.8,319.36,3.31,-45,174.65
E-232,293826.23,5330964.23,319.45,3.31,-65,158.83
E-240,294699.9,5330764.26,323.35,2.31,-90,303.88
E-242,294758.96,5330779.05,322.1,182.31,-90,124.05
E-243,294788.68,5330784.73,320.94,182.31,-90,457.8
E-244,294447.77,5331011.71,320.03,183.31,-89,244.75
E-245,294844.71,5330919.78,317.59,183.31,-89,243.53
E-246,294950.51,5330918.68,317.71,183.31,-89,243.84
E-247,294980.66,5330916.58,317.59,183.31,-89,246.27
E-248,294920.06,5330920.18,317.59,183.31,-89,245.97
E-249,295057.54,5330917.41,316.46,202.31,-89,243.84
E-250,295133.95,5330916.02,318.26,183.31,-89,243.84
E-251,295017.04,5330889.86,316.89,183.31,-89,243.84
E-252,295092.42,5330884.16,318.08,183.31,-89,243.84
E-253,295225,5330926.19,317.44,183.31,-89,243.84
E-254,295129.28,5330848.52,320.3,183.31,-90,243.84
E-255,295085.3,5330805.21,317.8,183.31,-89,243.84
E-256,294703.88,5330826.12,326.49,182.31,-90,153.92
E-257,294644,5330833.02,327.52,182.31,-90,151.48
E-258,294637.58,5330770.61,324.87,182.31,-90,154.53
E-259,294516.56,5330841.15,330.24,183.31,-89,152.7
E-260,294775.84,5330920.37,319.23,182.31,-90,154.53
E-271,295165.9,5330914.9,316.98,3.31,-70,123.13
E-276,295150.23,5331018.68,315.45,3.31,-80,93.87
E-277,295226.63,5331026.09,314.54,3.31,-75,91.44
E-280,294668.5,5330821.5,326.43,183.31,-85,152.7
E-287,294717.75,5330842.26,327.34,3.31,-85,91.74
E-289,294805.62,5330837.43,325.51,3.31,-65,183.48
E-290,294836.27,5330851.28,325.51,183.31,-75,184.25
E-292,294912.43,5330771.58,318.81,3.31,-70,182.88
E-296,295040.94,5330991.1,318.5,2.31,-90,37.18
E-297,295075.24,5330860.31,317.59,183.31,-80,76.5
E-319,295168.63,5330877.92,318.5,93.31,-50,138.98
G-1,293752.38,5331365.83,310.07,182.31,-47,342.9
G-2,293824.9,5331362.83,309.71,182.31,-43,317.54
G-4,293745.29,5331341.58,310.88,2.31,-45.67,355.09
G-8,293741.59,5331122.2,316.79,360.65,-49,306.32
L13485,294594.15,5330808.07,309.05,183.14,-85,146.6
L13486,294594.26,5330808.35,309.97,3.14,-80,146.91
L13487,294617.26,5330811.49,311.49,152.14,-80,135.63
L13488,294647.56,5330813.97,317.59,169.14,-65,41.45
L13507,294647.56,5330813.97,316.67,169.14,-70,154.22
L13550,294617.26,5330811.49,311.49,77.14,-70,132.58
L14095,294672.11,5330813.61,325.48,3.14,-60,227.99
L14096,294763.4,5330809.68,321.88,3.14,-55,231.03
L14225,294738,5330872.35,323.62,2.31,-75,106.98
L14225A,294738,5330872.35,323.62,182.31,-45,26.82
L14226,294684.03,5330897.13,324.77,2.31,-71,78.63
L14233,294750.11,5330832.01,324.14,2.31,-80,76.35
L14665,294991.46,5330920.14,320.37,2.31,-70,76.2
L14666,294996.17,5330919.65,320.44,182.31,-50,137.16
L14670,295132.47,5331014.8,316.97,182.31,-75,76.2
L14706,295147.08,5331032.59,319.29,182.31,-43,67.05
L14707,295147.08,5331032.59,319.29,2.31,-90,54.98
L14708,295147.08,5331032.58,319.29,2.31,-53,67.05
L14763,295015.18,5330937.18,315.77,2.31,-70,80.77
L14764,295015.18,5330937.18,315.77,182.31,-45,67.97
L14765,294987.53,5330938.33,317.08,2.31,-90,92.99
L14766,294987.53,5330938.33,317.08,182.31,-45,68
L14767,294954.39,5330938.91,317.18,2.31,-70,86.25
L14768,294954.39,5330938.91,317.18,182.31,-45,38.7
L14769,294937.46,5330937.37,317.33,2.31,-70,86.98
M-68,294614.25,5331060.02,300.69,182.31,-61.4,23.59
M-69,294613.24,5331065.88,302.21,2.31,-52.77,30.78
M-70,294613.91,5331065.19,302.06,89.29,-50.43,22.55
SpecialG,294741.78,5331075.89,315.04,123.89,-42.33,24.07
