,BHID,AT,AZ,DIP
18819,18222,75.01,2.31,45.0
18820,18223,0.0,182.31,45.0
18821,18223,30.48,182.31,45.0
18822,18223,47.85,182.31,45.0
18823,18223,48.0,182.31,45.0
18824,18224,0.0,2.31,45.0
18825,18224,30.48,2.31,45.0
18826,18224,47.85,2.31,45.0
18827,18225,0.0,182.31,45.0
18828,18225,29.87,182.31,45.0
18829,18225,71.93,182.31,43.0
18830,18226,0.0,2.31,45.0
18831,18226,29.87,2.31,45.0
18832,18226,60.01,2.31,45.0
18833,18227,0.0,2.31,45.0
18834,18227,30.48,2.31,45.0
18835,18227,60.96,2.31,45.0
18836,18227,89.91,2.31,45.0
18837,18228,0.0,182.31,45.0
18838,18228,30.48,182.31,45.0
18839,18228,60.96,182.31,45.0
18840,18228,74.98,182.31,45.0
18841,18229,0.0,182.31,45.0
18842,18229,30.48,182.31,45.0
18843,18229,53.34,182.31,45.0
18845,18230,0.0,182.31,65.0
18846,18230,30.48,182.31,65.0
18847,18230,53.94,182.31,65.0
18848,18231,0.0,182.31,65.0
18849,18231,35.99,182.31,65.0
18850,18232,0.0,182.31,45.0
18851,18232,30.48,182.31,45.0
18852,18233,0.0,182.31,45.0
18853,18233,33.22,182.31,46.0
18854,18234,0.0,2.31,45.0
18855,18234,42.0,2.31,45.0
18872,18243,0.0,2.31,45.0
18873,18243,30.48,2.31,45.0
18874,18243,60.96,2.31,45.0
18875,18244,0.0,2.31,45.0
18876,18244,30.48,2.31,45.0
18877,18244,60.96,2.31,45.0
18878,18245,0.0,2.31,45.0
18879,18245,30.48,2.31,45.0
18880,18245,60.96,2.31,45.0
18881,18246,0.0,2.31,45.0
18882,18246,30.48,2.31,45.0
18883,18246,60.96,2.31,45.0
18884,18246,91.44,2.31,45.0
18885,18247,0.0,2.31,45.0
18886,18247,30.48,2.31,45.0
18887,18248,0.0,182.31,45.0
18888,18248,30.48,182.31,45.0
18889,18249,0.0,2.31,70.0
18890,18249,15.24,2.31,70.0
18892,18250,0.0,182.31,45.0
18893,18250,33.52,182.31,45.0
18894,18250,60.96,182.31,45.0
18895,18251,0.0,182.31,45.0
18896,18251,30.48,182.31,45.0
18897,18252,0.0,2.31,45.0
18898,18252,30.48,2.31,44.0
18899,18252,60.96,2.31,44.0
18902,18255,0.0,2.31,45.0
18903,18255,30.48,2.31,45.0
18904,18255,60.96,2.31,45.0
18905,18255,75.01,2.31,45.0
18906,18256,0.0,182.31,45.0
18907,18256,35.96,182.31,56.0
18908,18257,0.0,2.31,62.0
18909,18257,30.48,2.31,62.0
18910,18257,53.94,2.31,62.0
18911,18258,0.0,2.31,74.0
18912,18258,30.48,2.31,74.0
18913,18258,65.83,2.31,73.0
18914,18259,0.0,182.31,45.0
18915,18259,30.48,182.31,45.0
18916,18259,45.5,182.31,44.0
18917,18259,75.01,182.31,45.0
18919,18260,0.0,182.31,67.0
18920,18260,30.48,182.31,67.0
18921,18260,59.74,182.31,67.0
18922,18261,0.0,2.31,60.0
18923,18261,30.48,2.31,60.0
18924,18261,44.8,2.31,60.0
18925,18261,44.98,2.31,60.0
18926,18262,0.0,2.31,53.0
18927,18262,39.01,2.31,53.0
18928,18263,0.0,2.31,50.0
18929,18263,30.48,2.31,50.0
18930,18263,56.99,2.31,50.0
18931,18264,0.0,2.31,60.0
18932,18264,29.99,2.31,63.0
18933,18264,53.18,2.31,62.0
18943,18274,0.0,182.31,82.0
18944,18274,30.48,182.31,82.0
18945,18274,60.96,182.31,82.0
18946,18275,0.0,182.31,85.0
18947,18275,30.48,182.31,85.0
18948,18276,0.0,182.31,45.0
18949,18276,30.48,182.31,45.0
18950,18277,0.0,182.31,56.0
18951,18277,30.48,182.31,56.0
18952,18277,53.94,182.31,56.0
18953,18278,0.0,182.31,82.0
18954,18278,30.48,182.31,82.0
18955,18278,53.94,182.31,82.0
18956,18279,0.0,2.31,67.0
18957,18279,42.06,2.31,67.0
18959,18280,0.0,182.31,80.0
18960,18280,30.48,182.31,80.0
18980,18291,0.0,182.31,45.0
18981,18291,30.48,182.31,45.0
18982,18291,60.96,182.31,45.0
18983,18292,0.0,182.31,62.0
18984,18292,30.48,182.31,62.0
18985,18292,67.36,182.31,62.0
18986,18295,0.0,182.31,48.0
18987,18295,30.48,182.31,45.0
18988,18295,43.89,182.31,45.0
18989,18296,0.0,182.31,65.0
18990,18296,30.48,182.31,65.0
18991,18296,46.93,182.31,65.0
18992,18297,0.0,182.31,45.0
18993,18297,30.48,182.31,45.0
18994,18297,48.0,182.31,45.0
18995,18298,0.0,2.31,45.0
18996,18298,30.48,2.31,45.0
18997,18298,53.94,2.31,45.0
18998,18299,0.0,2.31,45.0
18999,18299,30.48,2.31,45.0
19000,18299,68.88,2.31,45.0
19003,18300,0.0,2.31,80.0
19004,18300,30.48,2.31,80.0
19005,18301,0.0,182.31,70.0
19006,18301,30.48,182.31,70.0
19007,18301,60.96,182.31,70.0
19008,18302,0.0,182.31,60.0
19009,18302,30.48,182.31,60.0
19010,18303,0.0,182.31,60.0
19011,18303,30.48,182.31,53.0
19012,18304,0.0,2.31,62.0
19013,18304,30.48,2.31,62.0
19014,18304,59.74,2.31,62.0
19015,18304,60.01,2.31,62.0
19016,18305,0.0,182.31,57.0
19017,18305,30.48,182.31,57.0
19018,18305,60.96,182.31,57.0
19019,18306,0.0,182.31,70.0
19020,18306,30.48,182.31,70.0
19021,18306,68.88,182.31,70.0
19022,18307,0.0,182.31,70.0
19023,18307,30.48,182.31,70.0
19024,18307,60.96,182.31,70.0
19025,18308,0.0,182.31,70.0
19026,18308,30.48,182.31,70.0
19027,18308,60.96,182.31,64.0
19028,18308,73.15,182.31,65.0
19029,18309,0.0,2.31,65.0
19030,18309,30.48,2.31,65.0
19032,18310,0.0,182.31,68.0
19033,18310,30.48,182.31,68.0
19034,18310,56.99,182.31,68.0
19035,18311,0.0,182.31,60.0
19036,18311,30.48,182.31,60.0
19037,18311,60.96,182.31,60.0
19038,18311,77.72,182.31,60.0
19058,18325,0.0,182.31,58.0
19059,18325,30.48,182.31,58.0
19060,18326,0.0,182.31,58.0
19061,18326,30.48,182.31,58.0
19062,18327,0.0,182.31,58.0
19063,18327,30.48,182.31,58.0
19064,18328,0.0,182.31,45.0
19065,18329,0.0,182.31,45.0
19066,18329,30.48,182.31,45.0
19068,18330,0.0,182.31,45.0
19069,18330,30.48,182.31,45.0
19070,18331,0.0,182.31,45.0
19071,18331,30.48,182.31,45.0
19080,18336,0.0,182.31,45.0
19081,18336,30.48,182.31,45.0
19082,18336,56.99,182.31,45.0
19083,18337,0.0,2.31,70.0
19084,18337,14.93,2.31,70.0
19085,18338,0.0,182.31,45.0
19086,18338,30.48,182.31,45.0
19087,18338,60.96,182.31,45.0
19088,18339,0.0,182.31,45.0
19089,18339,30.48,182.31,44.0
19090,18339,60.96,182.31,43.0
19091,18339,74.98,182.31,43.0
19093,18340,0.0,182.31,45.0
19094,18340,30.48,182.31,45.0
19095,18340,59.74,182.31,45.0
19096,18340,60.01,182.31,45.0
19097,18341,0.0,182.31,45.0
19098,18341,30.48,182.31,45.0
19099,18341,68.88,182.31,45.0
19100,18342,0.0,182.31,45.0
19101,18342,30.48,182.31,45.0
19102,18342,60.96,182.31,44.0
19103,18343,0.0,182.31,45.0
19104,18343,30.48,182.31,45.0
19105,18343,60.96,182.31,45.0
19106,18344,0.0,182.31,55.0
19107,18344,30.48,182.31,54.0
19108,18344,60.96,182.31,54.0
19109,18345,0.0,182.31,50.0
19110,18345,30.48,182.31,45.0
19111,18345,60.96,182.31,45.0
19112,18346,0.0,182.31,75.0
19113,18346,29.68,182.31,75.0
19114,18347,0.0,2.31,65.0
19115,18347,27.0,2.31,65.0
19116,18348,0.0,2.31,45.0
19117,18348,13.41,2.31,45.0
19118,18349,0.0,2.31,77.0
19120,18350,0.0,182.31,45.0
19121,18350,35.96,182.31,45.0
19122,18351,0.0,182.31,64.0
19123,18351,30.48,182.31,64.0
19124,18351,48.76,182.31,64.0
19125,18352,0.0,182.31,56.0
19126,18352,30.48,182.31,55.0
19127,18352,60.96,182.31,55.0
19128,18353,0.0,182.31,56.0
19129,18353,30.48,182.31,56.0
19130,18353,54.86,182.31,56.0
19131,18354,0.0,2.31,55.0
19132,18354,30.48,2.31,55.0
19133,18354,47.85,2.31,55.0
19134,18355,0.0,182.31,52.0
19135,18355,30.48,182.31,52.0
19136,18355,54.86,182.31,52.0
19137,18357,0.0,182.31,45.0
19138,18357,30.48,182.31,45.0
19139,18357,60.96,182.31,45.0
19140,18357,89.0,182.31,45.0
19141,18358,0.0,182.31,65.0
19142,18358,30.48,182.31,65.0
19143,18358,62.78,182.31,64.0
19144,18359,0.0,182.31,60.0
19145,18359,30.48,182.31,60.0
19147,18360,0.0,182.31,45.0
19148,18360,41.75,182.31,45.0
19149,18361,0.0,182.31,80.0
19150,18361,30.48,182.31,80.0
19151,18361,62.78,182.31,80.0
19152,18362,0.0,182.31,80.0
19153,18362,30.48,182.31,80.0
19154,18362,62.48,182.31,80.0
19155,18363,0.0,2.31,45.0
19156,18363,35.96,2.31,45.0
19160,18366,0.0,182.31,70.0
19161,18366,30.48,182.31,70.0
19162,18366,57.91,182.31,70.0
19163,18367,0.0,182.31,45.0
19164,18367,30.48,182.31,45.0
19165,18367,54.86,182.31,45.0
19166,18368,0.0,182.31,84.0
19167,18368,30.48,182.31,85.0
19168,18368,47.85,182.31,85.0
19169,18369,0.0,182.31,58.0
19170,18369,30.48,182.31,58.0
19175,18370,0.0,2.31,75.0
19176,18370,29.56,2.31,75.0
19177,18371,0.0,182.31,75.0
19178,18371,29.56,182.31,75.0
19179,18372,0.0,182.31,45.0
19180,18372,30.48,182.31,45.0
19181,18373,0.0,2.31,58.0
19182,18373,30.48,2.31,58.0
19183,18373,68.88,2.31,58.0
19184,18374,0.0,182.31,60.0
19185,18374,30.48,182.31,60.0
19186,18375,0.0,182.31,70.0
19187,18375,30.48,182.31,70.0
19188,18375,59.13,182.31,70.0
19189,18376,0.0,182.31,74.0
19190,18376,30.48,182.31,74.0
19191,18377,0.0,182.31,45.0
19192,18377,30.48,182.31,45.0
19193,18377,62.78,182.31,45.0
19194,18378,0.0,182.31,70.0
19195,18378,30.48,182.31,70.0
19196,18378,59.43,182.31,70.0
19197,18379,0.0,182.31,45.0
19198,18379,30.48,182.31,45.0
19201,18380,0.0,2.31,45.0
19202,18380,30.48,2.31,45.0
19203,18380,71.93,2.31,45.0
19204,18381,0.0,2.31,70.0
19205,18381,30.48,2.31,70.0
19206,18381,47.85,2.31,70.0
19207,18382,0.0,182.31,58.0
19208,18382,30.48,182.31,58.0
19217,18389,0.0,182.31,65.0
19218,18389,30.48,182.31,65.0
19219,18389,60.96,182.31,65.0
19220,18389,82.29,182.31,64.0
19224,18390,0.0,182.31,70.0
19225,18390,30.48,182.31,70.0
19226,18390,65.83,182.31,70.0
19227,18391,0.0,182.31,60.0
19228,18391,30.48,182.31,60.0
19229,18391,60.96,182.31,60.0
19230,18391,85.03,182.31,59.0
19231,18392,0.0,182.31,64.0
19232,18392,30.48,182.31,64.0
19233,18392,60.96,182.31,64.0
19234,18392,91.44,182.31,63.0
19235,18393,0.0,182.31,60.0
19236,18393,30.48,183.65,59.0
19237,18393,45.72,184.31,60.0
19238,18393,60.96,185.81,58.0
19239,18393,76.2,187.31,59.0
19240,18393,106.68,187.31,58.0
19241,18393,121.92,187.31,57.0
19242,18394,0.0,2.31,55.0
19243,18394,30.48,2.31,55.0
19244,18394,60.96,2.31,55.0
19245,18394,91.44,2.31,55.0
19246,18394,121.92,2.31,55.0
19247,18394A,0.0,2.31,49.0
19248,18394A,30.48,2.31,49.0
19249,18394A,60.96,2.31,49.0
19250,18395,0.0,182.31,61.0
19251,18395,30.48,182.31,61.0
19252,18395,60.96,182.31,61.0
19253,18395,91.44,182.31,61.0
19254,18395,110.94,182.31,61.0
19260,18402,0.0,182.31,45.0
19261,18402,30.48,182.31,45.0
19262,18402,50.9,182.31,45.0
19263,18403,0.0,182.31,51.0
19264,18403,41.75,182.31,50.0
19265,18404,0.0,2.31,40.0
19266,18404,30.48,2.31,40.0
19267,18404,60.96,2.31,39.0
19268,18404,82.29,2.31,38.0
19269,18405,0.0,182.31,55.0
19270,18405,30.48,182.31,55.0
19271,18406,0.0,2.31,49.0
19272,18406,30.48,2.31,49.0
19273,18406,68.88,2.31,48.0
19274,18407,0.0,182.31,59.0
19275,18407,30.48,182.31,59.0
19276,18407,50.29,182.31,59.0
19277,18408,0.0,182.31,55.0
19278,18408,41.75,182.31,55.0
19279,18409,0.0,2.31,55.0
19280,18409,30.48,2.31,55.0
19281,18409,60.96,2.31,55.0
19282,18409,77.72,2.31,55.0
19284,18410,0.0,182.31,57.0
19285,18410,30.48,182.31,60.0
19286,18410,50.9,182.31,60.0
19287,18411,0.0,2.31,84.0
19288,18411,30.48,2.31,84.0
19289,18411,60.01,2.31,84.0
19290,18412,0.0,182.31,86.0
19291,18412,30.48,182.31,86.0
19292,18412,60.96,182.31,86.0
19293,18412,91.44,182.31,85.0
19294,18413,0.0,182.31,73.0
19295,18413,30.48,182.31,73.0
19296,18413,60.96,182.31,73.0
19297,18413,91.44,182.31,73.0
19298,18414,0.0,182.31,60.0
19299,18414,28.95,185.81,60.0
19300,18414,30.48,185.81,60.0
19301,18414,60.96,184.81,59.0
19302,18414,96.01,187.31,58.0
19303,18415,0.0,182.31,69.0
19304,18415,30.48,182.31,69.0
19305,18416,0.0,182.31,86.0
19306,18416,30.48,182.31,86.0
19307,18416,60.96,182.31,86.0
19308,18416,91.44,182.31,86.0
19309,18417,0.0,182.31,81.0
19310,18417,30.48,182.31,80.0
19311,18418,0.0,182.31,60.0
19312,18418,30.48,182.31,59.0
19313,18419,0.0,2.31,51.0
19314,18419,30.48,2.31,51.0
19315,18419,60.96,2.31,51.0
19317,18420,0.0,2.31,79.0
19318,18420,30.48,2.31,79.0
19319,18420,60.96,2.31,79.0
19320,18420,85.34,2.31,79.0
19321,18421,0.0,182.31,50.0
19322,18421,30.48,182.31,50.0
19323,18421,60.96,182.31,49.0
19324,18421,91.44,182.31,49.0
19325,18421,113.99,182.31,49.0
19326,18422,0.0,2.31,70.0
19327,18422,30.48,2.31,68.0
19328,18423,0.0,2.31,90.0
19329,18423,30.48,2.31,90.0
19330,18423,60.96,2.31,90.0
19331,18424,0.0,2.31,62.0
19332,18424,30.48,2.31,62.0
19333,18424,60.96,2.31,62.0
19334,18424,91.44,2.31,61.0
19335,18424,121.92,2.31,61.0
19336,18425,0.0,182.31,80.0
19337,18425,30.48,182.31,80.0
19338,18425,60.96,182.31,79.0
19339,18425,91.44,182.31,79.0
19340,18426,0.0,2.31,75.0
19341,18426,30.48,2.31,75.0
19342,18426,60.96,2.31,75.0
19343,18427,0.0,2.31,48.0
19344,18427,30.48,2.31,48.0
19345,18427,60.96,2.31,47.0
19346,18428,0.0,2.31,49.0
19347,18428,30.48,2.31,49.0
19348,18428,60.96,2.31,48.0
19349,18428,77.72,2.31,48.0
19350,18429,0.0,2.31,85.0
19351,18429,30.48,2.31,85.0
19352,18429,60.96,2.31,84.0
19354,18430,0.0,182.31,72.0
19355,18430,30.48,182.31,70.0
19356,18430,60.96,182.31,69.0
19357,18430,91.44,182.31,68.0
19358,18431,0.0,182.31,78.0
19359,18431,30.48,182.31,76.0
19360,18431,68.88,182.31,75.0
19361,18432,0.0,2.31,73.0
19362,18432,30.48,2.31,73.0
19363,18432,60.96,2.31,73.0
19364,18432,91.44,2.31,73.0
19365,18432,121.92,2.31,73.0
19366,18433,0.0,2.31,82.0
19367,18433,30.48,2.31,81.0
19368,18435,0.0,182.31,80.0
19369,18435,30.48,182.31,80.0
19370,18435,60.96,182.31,80.0
19371,18435,91.44,182.31,79.0
19372,18436,0.0,2.31,45.0
19373,18436,30.48,2.31,44.0
19374,18437,0.0,182.31,75.0
19375,18437,30.48,182.31,72.0
19376,18437,60.96,182.31,71.0
19377,18437,91.44,182.31,71.0
19378,18438,0.0,2.31,90.0
19379,18438,30.48,2.31,89.0
19380,18438,60.96,2.31,89.0
19381,18438,85.34,2.31,89.0
19382,18439,0.0,182.31,65.0
19383,18439,30.48,182.31,63.0
19384,18439,60.96,182.31,62.0
19386,18440,0.0,2.31,45.0
19387,18440,30.48,2.31,43.0
19388,18440,60.96,2.31,43.0
19389,18441,0.0,182.31,65.0
19390,18441,30.48,182.31,64.0
19391,18441,57.6,182.31,64.0
19392,18442,0.0,2.31,84.0
19393,18442,30.48,2.31,84.0
19394,18442,54.86,2.31,84.0
19395,18443,0.0,2.31,45.0
19396,18443,30.48,2.31,44.0
19397,18443,60.96,2.31,44.0
19398,18444,0.0,182.31,75.0
19399,18444,30.48,182.31,75.0
19400,18444,60.96,182.31,75.0
19401,18444,91.44,182.31,74.0
19402,18445,0.0,182.31,45.0
19403,18445,30.48,182.31,44.0
19404,18445,60.96,182.31,44.0
19405,18446,0.0,182.31,80.0
19406,18446,30.48,182.31,79.0
19407,18446,60.96,182.31,79.0
19408,18447,0.0,182.31,48.0
19409,18447,30.48,182.31,49.0
19410,18447,60.96,182.31,49.0
19411,18448,0.0,182.31,45.0
19412,18448,30.48,182.31,47.0
19413,18448,60.96,182.31,46.0
19414,18448,85.34,182.31,45.0
19415,18449,0.0,182.31,69.0
19416,18449,30.48,182.31,69.0
19417,18449,60.96,182.31,68.0
19418,18449,90.0,182.31,68.0
19420,18450,0.0,2.31,83.0
19421,18450,30.48,2.31,83.0
19422,18451,0.0,182.31,73.0
19423,18451,30.17,184.79,74.0
19424,18451,30.48,184.81,74.0
19425,18451,60.96,184.81,74.0
19426,18451,77.72,184.81,76.0
19427,18452,0.0,182.31,45.0
19428,18452,28.95,188.81,45.0
19429,18452,30.48,188.71,45.0
19430,18452,59.43,186.81,44.0
19431,18452,60.96,186.74,44.0
19432,18452,92.96,185.31,44.0
19434,18454,0.0,182.31,84.0
19435,18454,30.48,182.31,83.0
19436,18454,60.96,182.31,82.0
19437,18454,91.44,182.31,81.0
19438,18454,121.92,182.31,80.0
19439,18455,0.0,2.31,45.0
19440,18455,30.48,2.31,45.0
19441,18455,60.96,2.31,45.0
19442,18455,91.44,2.31,45.0
19443,18455,121.92,2.31,44.0
19444,18455,137.16,2.31,44.0
19445,18456,0.0,2.31,66.0
19446,18456,30.48,2.31,66.0
19447,18456,54.86,2.31,66.0
19448,18457,0.0,2.31,51.0
19449,18457,30.48,2.31,53.0
19450,18457,60.96,2.31,54.0
19451,18457,91.44,2.31,54.0
19452,18458,0.0,182.31,73.0
19453,18458,30.48,182.31,73.0
19454,18458,60.96,182.31,73.0
19455,18459,0.0,182.31,45.0
19456,18459,30.48,182.31,45.0
19457,18459,59.74,182.31,44.0
19461,18460,0.0,182.31,62.0
19462,18460,30.48,182.31,62.0
19463,18460,60.96,182.31,62.0
19464,18460,91.44,182.31,61.0
19465,18460,121.92,182.31,60.0
19466,18460,137.16,182.31,60.0
19467,18461,0.0,182.31,69.0
19468,18461,30.48,182.31,69.0
19469,18461,60.96,182.31,68.0
19470,18462,0.0,2.31,90.0
19471,18462,30.48,2.31,90.0
19472,18462,60.96,2.31,89.0
19473,18462,91.44,2.31,89.0
19474,18462,110.64,2.31,88.0
19475,18463,0.0,2.31,90.0
19476,18463,30.48,2.31,90.0
19477,18463,60.96,2.31,89.0
19478,18463,91.44,2.31,89.0
19479,18463,113.99,2.31,89.0
19480,18464,0.0,2.31,80.0
19481,18464,28.95,14.31,79.0
19482,18464,30.48,2.31,79.0
19483,18464,59.43,3.31,79.0
19484,18464,60.96,3.31,79.0
19485,18464,89.91,8.31,79.0
19486,18464,91.44,8.31,79.0
19487,18465,0.0,182.31,77.0
19488,18465,30.48,182.31,77.0
19489,18465,60.96,182.31,76.0
19490,18465,91.44,182.31,75.0
19491,18465,113.99,182.31,75.0
19492,18466,0.0,182.31,65.0
19493,18466,30.48,182.31,65.0
19494,18466,60.96,182.31,64.0
19495,18466,89.91,182.31,64.0
19496,18467,0.0,182.31,71.0
19497,18467,30.48,182.31,70.0
19498,18467,60.96,182.31,70.0
19499,18467,91.44,182.31,69.0
19500,18467,113.99,182.31,69.0
19501,18468,0.0,182.31,76.0
19502,18468,30.48,182.31,75.0
19503,18468,60.96,182.31,75.0
19504,18468,91.44,182.31,74.0
19505,18468,110.94,182.31,74.0
19506,18469,0.0,182.31,80.0
19507,18469,45.72,182.31,80.0
19508,18469,91.44,182.31,79.0
19510,18470,0.0,2.31,63.0
19511,18470,30.48,2.31,63.0
19512,18470,54.86,2.31,63.0
19513,18471,0.0,2.31,84.0
19514,18471,30.48,2.31,84.0
19515,18471,60.96,2.31,84.0
19516,18472,0.0,182.31,60.0
19517,18472,30.48,187.47,60.0
19518,18472,38.4,188.81,60.0
19519,18472,60.96,182.31,60.0
19520,18472,68.88,184.81,60.0
19521,18473,0.0,182.31,76.0
19522,18473,30.48,182.31,75.0
19523,18473,60.96,182.31,75.0
19524,18474,0.0,182.31,56.0
19525,18474,30.48,182.31,56.0
19526,18474,60.96,182.31,55.0
19527,18474,91.44,182.31,55.0
19528,18474,110.94,182.31,55.0
19529,18475,0.0,182.31,45.0
19530,18475,30.48,182.31,45.0
19531,18475,60.96,182.31,45.0
19532,18475,89.91,182.31,44.0
19533,18476,0.0,182.31,45.0
19534,18476,30.48,182.31,45.0
19535,18476,60.96,182.31,45.0
19536,18476,91.44,182.31,44.0
19537,18477,0.0,2.31,45.0
19538,18477,30.48,2.31,45.0
19539,18477,60.96,2.31,44.0
19540,18477,91.44,2.31,43.0
19541,18478,0.0,182.31,46.0
19542,18478,30.48,182.31,45.0
19543,18478,59.74,182.31,44.0
19544,18479,0.0,2.31,81.0
19545,18479,17.98,2.31,81.0
19547,18480,0.0,2.31,80.0
19548,18480,14.93,2.31,80.0
19549,18481,0.0,2.31,45.0
19550,18481,39.01,2.31,44.0
19551,18482,0.0,182.31,48.0
19552,18482,30.48,182.31,45.0
19553,18482,54.01,182.31,45.0
19554,18483,0.0,182.31,45.0
19555,18483,29.87,182.31,44.0
19556,18484,0.0,2.31,45.0
19557,18484,30.48,2.31,45.0
19558,18484,60.96,2.31,45.0
19559,18485,0.0,2.31,76.0
19560,18486,0.0,2.31,65.0
19561,18486,30.48,2.31,64.0
19562,18486,50.9,2.31,64.0
19563,18487,0.0,182.31,75.0
19564,18487,24.38,182.31,74.0
19565,18487,50.9,182.31,74.0
19566,18488,0.0,2.31,90.0
19567,18488,30.48,2.31,90.0
19568,18488,60.96,2.31,90.0
19569,18488,91.44,2.31,89.0
19570,18488,121.92,2.31,89.0
19571,18489,0.0,182.31,82.0
19572,18489,30.48,182.31,81.0
19573,18489,60.96,182.31,81.0
19574,18489,91.44,182.31,80.0
19575,18489,121.92,182.31,80.0
19577,18490,0.0,182.31,59.0
19578,18490,30.48,180.31,58.0
19579,18490,45.72,179.31,58.0
19580,18490,60.96,178.31,58.0
19581,18490,76.2,177.31,58.0
19582,18490,106.68,183.31,57.0
19583,18490,137.16,189.31,58.0
19584,18490,166.11,182.31,58.0
19585,18491,0.0,182.31,67.0
19586,18491,23.77,182.31,67.0
19587,18492,0.0,182.31,45.0
19588,18492,22.86,182.31,45.0
19589,18493,0.0,182.31,63.0
19590,18493,30.48,182.31,63.0
19591,18493,60.96,182.31,63.0
19592,18493,91.44,182.31,62.0
19593,18493,106.68,182.31,62.0
19594,18494,0.0,182.31,57.0
19595,18494,30.48,182.31,56.0
19596,18494,60.96,182.31,55.0
19597,18494,98.75,182.31,54.0
19598,18495,0.0,182.31,61.0
19599,18495,30.48,182.31,61.0
19600,18495,60.96,182.31,60.0
19601,18495,91.44,182.31,60.0
19602,18496,0.0,2.31,75.0
19603,18496,30.48,2.31,75.0
19604,18496,60.96,2.31,75.0
19605,18496,91.44,2.31,75.0
19606,18496,121.92,2.31,76.0
19607,18496,152.4,2.31,76.0
19608,18496,182.88,2.31,76.0
19609,18497,0.0,182.31,74.0
19610,18497,30.48,182.31,74.0
19611,18497,60.96,182.31,73.0
19612,18497,91.44,182.31,72.0
19613,18497,121.92,182.31,71.0
19614,18498,0.0,182.31,70.0
19615,18498,30.48,182.31,69.0
19616,18498,60.96,182.31,69.0
19617,18498,91.44,182.31,68.0
19618,18498,121.92,182.31,67.0
19619,18499,0.0,182.31,73.0
19620,18499,30.48,182.31,73.0
19621,18499,60.96,182.31,71.0
19622,18499,91.44,182.31,69.0
19623,18499,121.92,182.31,67.0
19624,18499,152.4,182.31,65.0
19627,18500,0.0,182.31,70.0
19628,18500,30.48,182.31,70.0
19629,18500,60.96,182.31,69.0
19630,18500,91.44,182.31,68.0
19631,18500,121.92,182.31,68.0
19632,18500,152.4,182.31,67.0
19633,18500,182.88,182.31,67.0
19634,18501,0.0,182.31,60.0
19635,18502,0.0,182.31,57.0
19636,18502,30.48,182.31,57.0
19637,18502,60.96,182.31,56.0
19638,18502,91.44,182.31,56.0
19639,18502,109.72,182.31,55.0
19640,18503,0.0,2.31,45.0
19641,18503,30.48,2.31,45.0
19642,18503,60.96,2.31,45.0
19643,18503,91.44,2.31,44.0
19644,18503,106.68,2.31,44.0
19645,18504,0.0,2.31,45.0
19646,18504,30.48,2.31,44.0
19647,18504,60.96,2.31,42.0
19648,18504,91.44,2.31,40.0
19649,18504,121.92,2.31,39.0
19660,18509,0.0,2.31,45.0
19661,18509,45.72,2.31,43.0
19663,18510,0.0,182.31,76.0
19664,18510,30.48,182.31,76.0
19665,18510,60.96,182.31,76.0
19666,18510,91.44,182.31,75.0
19667,18510,121.92,182.31,75.0
19668,18510,152.4,182.31,74.0
19669,18510,182.88,182.31,74.0
19670,18511,0.0,182.31,61.0
19671,18511,36.57,180.31,61.0
19672,18511,97.53,174.31,61.0
19673,18511,128.01,169.31,61.0
19674,18511,158.49,169.31,60.0
19675,18511,188.97,169.31,60.0
19676,18512,0.0,182.31,77.0
19677,18512,30.48,182.31,77.0
19678,18512,60.96,182.31,77.0
19679,18512,91.44,182.31,76.0
19680,18512,121.92,182.31,75.0
19681,18512,152.4,182.31,75.0
19682,18512,182.88,182.31,75.0
19683,18513,0.0,182.31,68.0
19684,18513,30.48,182.31,68.0
19685,18513,60.96,182.31,67.0
19686,18513,91.44,182.31,67.0
19687,18513,121.92,182.31,66.0
19688,18513,134.72,182.31,66.0
19689,18514,0.0,182.31,78.0
19690,18514,30.48,182.31,78.0
19691,18514,60.96,182.31,78.0
19692,18515,0.0,182.31,52.0
19693,18515,30.48,182.31,52.0
19694,18515,60.96,182.31,52.0
19695,18515,85.34,182.31,52.0
19696,18516,0.0,2.31,52.0
19697,18516,30.48,2.31,53.0
19698,18516,60.96,2.31,53.0
19699,18516,91.44,2.31,52.0
19700,18516,118.87,2.31,52.0
19701,18517,0.0,182.31,82.0
19702,18517,30.48,182.31,82.0
19703,18517,60.96,182.31,81.0
19704,18517,91.44,182.31,80.0
19705,18517,121.92,182.31,79.0
19706,18518,0.0,182.31,84.0
19707,18518,30.48,182.31,84.0
19708,18518,60.96,182.31,83.0
19709,18519,0.0,182.31,52.0
19710,18519,30.48,182.31,52.0
19711,18519,60.96,182.31,51.0
19712,18519,91.44,182.31,50.0
19713,18519,121.92,182.31,49.0
19716,18520,0.0,2.31,90.0
19717,18520,30.48,2.31,90.0
19718,18520,60.96,2.31,90.0
19719,18520,91.44,2.31,89.0
19720,18520,121.92,2.31,89.0
19721,18521,0.0,2.31,86.0
19722,18521,30.48,2.31,86.0
19723,18521,60.96,2.31,86.0
19724,18521,91.44,2.31,85.0
19725,18521,121.92,2.31,85.0
19726,18522,0.0,182.31,57.0
19727,18522,30.48,182.31,57.0
19728,18522,60.96,182.31,56.0
19729,18522,91.44,182.31,56.0
19730,18522,121.92,182.31,55.0
