,BHID,AT,AZ,DIP
21119,2218,0.0,183.48,60.0
21120,2218,60.35,183.31,52.0
21121,2219,0.0,12.31,62.0
21122,2219,60.35,12.31,58.75
21124,2220,0.0,26.31,85.0
21125,2220,45.72,26.31,87.0
21126,2220,105.46,26.31,83.0
21226,23,0.0,353.31,35.0
21227,23,30.48,353.31,35.0
21228,23,60.96,353.31,30.0
21229,23,91.44,353.31,25.0
21230,23,121.92,353.31,22.0
21231,23,152.4,353.31,20.0
21348,24,0.0,353.31,55.0
21349,24,30.48,353.31,55.0
21350,24,60.96,353.31,50.0
21351,24,91.44,353.31,40.0
21352,24,121.92,353.31,31.0
21353,24,152.4,353.31,28.0
21357,2401,0.0,9.54,42.7
21358,2402,0.0,187.39,44.35
21359,2403,0.0,3.86,43.87
21360,2404,0.0,184.38,44.48
21361,2405,0.0,3.44,43.13
21362,2406,0.0,185.76,45.37
21369,2412,0.0,3.31,46.0
21370,2413,0.0,3.83,44.23
21380,2422,0.0,185.98,31.25
21381,2423,0.0,184.44,47.05
21382,2424,0.0,183.31,43.0
21383,2425,0.0,3.31,44.0
21384,2426,0.0,182.31,46.0
21385,2427,0.0,2.31,46.0
21467,25,0.0,353.31,35.0
21468,25,30.48,353.31,35.0
21469,25,60.96,353.31,34.0
21470,25,91.44,353.31,28.0
21471,25,121.92,353.31,22.0
21472,25,146.3,353.31,19.0
21570,2586,0.0,2.31,90.0
21571,2587,0.0,2.31,90.0
21572,2588,0.0,2.31,90.0
21573,2589,0.0,2.31,90.0
21575,2590,0.0,2.31,90.0
21586,26,0.0,353.31,45.0
21587,26,30.48,353.31,40.0
21705,27,0.0,353.31,45.0
21706,27,30.48,353.31,45.0
21707,27,60.96,353.31,43.0
21708,27,91.44,353.31,37.0
22298,3,0.0,353.31,45.0
23687,4,0.0,353.31,51.0
23688,4,30.48,353.31,42.0
23689,4,60.96,353.31,37.0
23690,4,91.44,353.31,35.5
23691,4,121.92,353.31,32.0
25107,5,0.0,353.31,50.0
25108,5,30.48,353.31,39.0
25109,5,60.96,353.31,35.5
25110,5,91.44,353.31,37.0
25111,5,121.92,353.31,31.0
25400,523,0.0,351.68,63.95
25401,523,30.48,351.31,63.0
25402,523,60.96,351.31,60.0
25403,523,91.44,351.31,59.0
25430,525,0.0,352.44,45.6
25431,525,30.48,352.31,41.0
25432,525,76.2,352.31,34.0
25466,527,0.0,2.31,90.0
25494,529,0.0,2.31,90.0
25519,531,0.0,2.31,90.0
25534,532,0.0,2.31,90.0
25557,534,0.0,2.31,90.0
25597,537,0.0,2.31,90.0
25675,543,0.0,2.31,90.0
25697,545,0.0,2.31,90.0
25889,56,0.0,349.31,32.4
25890,56,30.48,349.31,27.0
25891,56,60.96,349.31,24.0
25892,56,91.44,349.31,21.0
25893,56,121.92,349.31,15.0
26310,59,0.0,167.31,75.0
26311,59,30.48,167.31,70.0
26312,59,60.96,167.31,69.0
26313,59,91.44,167.31,65.0
26314,59,121.92,167.31,61.0
26315,59,144.17,167.31,57.0
26316,59,182.88,167.31,55.0
26317,59,213.36,167.31,51.0
26318,59,243.84,167.31,49.0
26454,6,0.0,353.31,48.0
26455,6,30.48,353.31,51.0
26456,6,60.96,353.31,48.0
26457,60,0.0,347.18,38.0
26458,60,30.48,346.31,32.0
26459,60,60.96,346.31,25.0
26460,60,91.44,346.31,16.0
26461,60,121.92,346.31,11.0
26462,60,152.4,346.31,6.0
26463,60,182.42,346.31,3.0
26600,61,0.0,168.81,75.0
26601,61,30.48,168.31,73.0
26602,61,60.96,168.31,65.0
26603,61,91.44,168.31,57.0
26604,61,121.92,168.31,53.0
26605,61,152.4,168.31,49.0
26606,61,182.88,168.31,45.0
26607,61,213.36,168.31,39.0
26608,61,243.84,168.31,37.0
26609,61,274.32,168.31,36.0
26752,62,0.0,167.31,75.66
26753,62,30.48,167.31,71.0
26754,62,60.96,167.31,68.0
26755,62,91.44,167.31,65.0
26756,62,121.92,167.31,57.0
26885,63,0.0,169.59,75.33
26886,63,30.48,169.31,69.5
26887,63,60.96,169.31,59.0
26888,63,91.44,169.31,55.0
26889,63,121.92,169.31,52.0
26890,63,152.4,169.31,50.0
26891,63,182.88,169.31,45.0
26892,63,213.36,169.31,41.0
26893,63,243.84,169.31,39.0
27016,640,0.0,2.31,90.0
27027,641,0.0,2.31,90.0
27038,642,0.0,2.31,90.0
27049,643,0.0,2.31,90.0
27060,644,0.0,2.31,90.0
27119,649,0.0,2.31,90.0
27131,650,0.0,2.31,90.0
27768,7,0.0,173.31,51.0
27769,7,30.48,173.31,47.0
27770,7,60.96,173.31,49.0
27771,7,91.44,173.31,47.0
27772,7,121.92,173.31,43.0
28509,756,0.0,4.31,45.0
28707,773,0.0,182.31,42.0
29077,8,0.0,173.31,51.0
29078,8,30.48,173.31,51.0
29079,8,60.96,173.31,50.0
29080,8,91.44,173.31,41.0
30794,8925,0.0,188.81,90.0
30795,8925,21.33,188.81,86.5
30796,8925,45.72,188.81,85.75
30797,8925,76.2,188.81,77.0
30798,8925,106.68,188.81,72.5
30799,8925,137.16,188.81,62.25
30800,8925,167.64,188.81,51.5
30801,8925,195.07,188.81,51.0
30813,8933,0.0,193.81,90.0
30814,8933,18.28,193.81,87.5
30815,8933,76.2,193.81,86.5
30816,8933,121.92,193.81,67.0
30817,8933,176.78,193.81,47.0
30902,9,0.0,173.31,46.0
31019,9082,0.0,184.31,90.0
31020,9082,91.44,184.31,83.0
31021,9082,169.16,184.31,65.5
31022,9082,186.84,184.31,68.0
31023,9082,217.62,184.31,62.0
31024,9083,0.0,179.31,90.0
31025,9083,91.44,179.31,76.0
31026,9083,121.92,179.31,68.5
31039,9094,0.0,2.31,75.0
31040,9094,60.96,9.31,75.0
31041,9094,121.92,355.31,82.5
31042,9094,182.88,16.31,79.0
31055,9105,0.0,182.31,90.0
31056,9105,57.91,183.31,78.0
31057,9105,121.92,185.81,70.0
31058,9105,225.85,187.31,56.0
31061,9108,0.0,2.31,70.0
31062,9108,91.44,5.31,70.0
31063,9108,182.88,7.31,63.0
31064,9108,266.7,9.31,52.0
31072,9111,0.0,2.31,76.0
31073,9111,76.2,19.31,79.0
31074,9111,152.4,336.31,80.0
31075,9111,243.84,276.31,83.0
31540,9475,0.0,320.31,90.0
31541,9475,59.43,320.31,82.0
31542,9475,124.96,187.31,58.0
31543,9476,0.0,169.81,90.0
31544,9476,59.43,169.81,81.0
31545,9476,132.58,186.81,58.0
31555,9484,0.0,195.31,90.0
31556,9484,59.43,195.31,79.0
31557,9484,118.87,197.31,67.0
32464,B-479,0.0,93.14,74.0
32585,CE-3090-1,0.0,182.31,80.0
32586,CE-3120-1,0.0,182.31,75.0
32587,CE-3120-2,0.0,2.31,53.0
32588,CE-3135-1,0.0,182.31,75.0
32589,CE-3135-2,0.0,182.31,75.0
32590,CE-3195-1,0.0,362.31,63.0
32591,CE-3195-2,0.0,362.31,75.0
32592,CE-3210-15,0.0,2.31,90.0
32594,CE-3255-14,0.0,182.31,75.0
32595,CE-3255-15,0.0,182.31,80.0
32598,CE-3420-10,0.0,182.31,45.0
32607,CE-3480-4,0.0,182.31,45.0
32608,CE-3480-5,0.0,182.31,45.0
32676,CE-5295-7,0.0,362.31,60.0
32725,E-001,0.0,362.31,45.0
32726,E-001A,0.0,362.31,65.0
32727,E-001A,60.96,362.31,63.0
32728,E-002,0.0,2.31,45.0
32729,E-002A,0.0,2.31,65.0
32730,E-002A,60.96,2.31,68.2
32731,E-003,0.0,2.31,45.0
32732,E-003A,0.0,2.31,65.0
32733,E-004,0.0,182.31,45.0
32734,E-004A,0.0,182.31,60.0
32735,E-004A,60.96,182.31,50.0
32736,E-004B,0.0,182.31,85.0
32737,E-004B,60.96,182.31,84.0
32738,E-005,0.0,2.31,80.0
32739,E-005,60.96,2.31,78.0
32740,E-005A,0.0,182.31,40.0
32741,E-005A,60.96,182.31,35.0
32742,E-006,0.0,2.31,45.0
32743,E-006,60.96,2.31,41.0
32744,E-006,152.4,2.31,34.0
32745,E-006,213.36,2.31,27.0
32746,E-007,0.0,2.31,65.0
32747,E-007,60.96,2.31,56.5
32748,E-007A,0.0,182.31,40.0
32749,E-007A,60.96,182.31,33.0
32750,E-007A,182.88,182.31,26.0
32783,E-018,0.0,2.31,45.0
32784,E-018,60.96,2.31,36.0
32785,E-019,0.0,2.31,45.0
32786,E-019,60.96,2.31,34.5
32787,E-019,176.47,2.31,9.5
32788,E-020,0.0,2.31,45.0
32789,E-020,60.96,2.31,33.0
32790,E-020,147.82,2.31,23.0
32820,E-033,0.0,2.31,60.0
32821,E-033,76.2,2.31,57.0
32822,E-033,152.4,2.31,53.0
32823,E-033,228.6,2.31,47.0
32824,E-033,304.19,2.31,34.5
32839,E-035,0.0,2.31,60.0
32840,E-035,91.44,2.31,55.0
32841,E-035,182.88,2.31,47.0
32842,E-035,274.32,2.31,42.0
32843,E-035,331.62,2.31,35.0
32844,E-036,0.0,361.31,70.0
32845,E-036,91.44,361.31,69.0
32846,E-036,182.88,361.31,67.0
32847,E-036,274.32,361.31,64.0
32848,E-036,365.76,361.31,61.0
32849,E-036,457.2,361.31,58.0
33301,E-231,0.0,3.31,45.0
33302,E-231,60.96,362.11,36.0
33303,E-231,152.4,360.31,22.0
33304,E-232,0.0,3.31,65.0
33305,E-232,60.96,3.31,52.0
33306,E-232,152.4,3.31,41.0
33320,E-240,0.0,172.31,90.0
33321,E-240,60.96,172.31,80.0
33322,E-240,121.92,172.31,77.0
33323,E-240,182.88,172.31,65.0
33324,E-240,243.84,172.31,37.0
33325,E-240,289.56,172.31,33.0
33326,E-242,0.0,182.31,90.0
33327,E-242,60.96,182.31,88.0
33328,E-242,95.09,182.31,83.0
33329,E-242,121.92,182.31,82.0
33330,E-243,0.0,165.31,90.0
33331,E-243,30.48,165.31,89.0
33332,E-243,60.96,165.31,89.0
33333,E-243,86.86,165.31,87.0
33334,E-243,91.44,187.31,87.0
33335,E-243,109.72,187.81,86.0
33336,E-243,124.96,188.31,89.0
33337,E-243,152.4,188.81,87.0
33338,E-243,167.64,189.31,85.0
33339,E-243,182.88,189.81,84.0
33340,E-243,184.4,190.31,85.0
33341,E-243,192.02,190.31,87.0
33342,E-243,213.36,190.31,85.0
33343,E-243,216.4,190.31,85.0
33344,E-243,220.37,190.31,86.0
33345,E-243,245.97,190.31,86.0
33346,E-243,249.32,190.31,84.0
33347,E-243,252.37,190.31,85.0
33348,E-243,281.33,190.31,86.0
33349,E-243,284.98,190.31,85.0
33350,E-243,320.04,190.31,86.0
33351,E-243,358.44,190.31,88.0
33352,E-243,362.71,190.31,85.0
33353,E-243,396.24,190.31,86.0
33354,E-243,426.72,190.31,82.0
33355,E-244,0.0,183.31,89.0
33356,E-244,152.4,187.31,68.0
33357,E-244,228.6,193.31,60.0
33358,E-245,0.0,183.31,89.0
33359,E-245,91.44,183.31,78.0
33360,E-245,243.53,182.31,52.0
33361,E-246,0.0,183.31,89.0
33362,E-246,91.44,187.68,80.0
33363,E-246,167.64,188.31,65.0
33364,E-246,243.84,191.31,54.0
33365,E-247,0.0,183.31,89.0
33366,E-247,121.92,190.31,74.0
33367,E-247,167.64,180.31,68.0
33368,E-247,243.84,180.31,58.0
33369,E-248,0.0,183.31,89.0
33370,E-248,60.96,192.25,82.0
33371,E-248,143.25,201.31,70.0
33372,E-248,243.84,204.31,54.0
33373,E-249,0.0,202.31,89.0
33374,E-249,60.96,202.71,88.0
33375,E-249,152.4,200.31,54.0
33376,E-249,243.84,203.31,47.0
33377,E-250,0.0,183.31,89.0
33378,E-250,60.96,187.31,85.0
33379,E-250,152.4,190.31,59.0
33380,E-250,243.84,193.31,48.0
33381,E-251,0.0,183.31,89.0
33382,E-251,60.96,189.31,85.0
33383,E-251,152.4,195.31,60.0
33384,E-251,243.84,198.31,53.0
33385,E-252,0.0,183.31,89.0
33386,E-252,60.96,167.31,87.0
33387,E-252,121.92,151.31,84.0
33388,E-252,152.4,143.31,79.5
33389,E-252,182.88,135.31,75.5
33390,E-252,243.84,119.31,68.0
33391,E-253,0.0,183.31,89.0
33392,E-253,60.96,178.51,88.0
33393,E-253,76.2,174.31,88.0
33394,E-253,213.36,172.31,72.0
33395,E-253,243.84,175.31,67.0
33396,E-254,0.0,183.31,90.0
33397,E-254,60.96,183.31,88.0
33398,E-254,121.92,183.31,77.0
33399,E-254,182.88,183.31,73.0
33400,E-254,243.84,183.31,50.0
33401,E-255,0.0,183.31,89.0
33402,E-255,76.2,156.31,82.0
33403,E-255,182.88,168.31,68.0
33404,E-255,213.36,175.31,64.0
33405,E-255,243.84,178.31,60.0
33406,E-256,0.0,182.31,90.0
33407,E-256,30.48,186.56,84.0
33408,E-256,60.96,190.81,74.0
33409,E-256,91.44,195.06,68.0
33410,E-256,121.92,199.31,55.0
33411,E-256,152.4,199.31,44.0
33412,E-257,0.0,182.31,90.0
33413,E-257,30.48,186.56,88.0
33414,E-257,60.96,190.81,80.0
33415,E-257,91.44,195.06,68.0
33416,E-257,121.92,199.31,50.0
33417,E-257,151.48,199.31,42.0
33418,E-258,0.0,182.31,90.0
33419,E-258,30.48,188.81,85.0
33420,E-258,60.96,195.31,73.0
33421,E-258,91.44,201.81,61.0
33422,E-258,121.92,208.31,52.0
33423,E-258,152.4,208.31,48.0
33424,E-259,0.0,183.31,89.0
33425,E-259,30.48,184.06,86.0
33426,E-259,60.96,184.81,81.0
33427,E-259,91.44,185.56,78.0
33428,E-259,121.92,186.31,66.0
33429,E-259,152.4,186.31,57.0
33430,E-260,0.0,182.31,90.0
33431,E-260,30.48,187.81,88.0
33432,E-260,60.96,193.31,67.0
33433,E-260,91.44,198.81,62.0
33434,E-260,121.92,204.31,53.0
33435,E-260,152.4,204.31,44.0
33480,E-271,0.0,3.31,70.0
33481,E-271,30.48,3.31,70.0
33482,E-271,60.96,3.31,66.0
33483,E-271,91.44,3.31,58.0
33484,E-271,121.92,3.31,53.0
33499,E-276,0.0,3.31,80.0
33500,E-276,30.48,3.31,80.0
33501,E-276,60.96,3.31,82.0
33502,E-276,91.44,3.31,86.0
33503,E-277,0.0,3.31,75.0
33504,E-277,45.72,3.31,72.0
33505,E-277,91.44,3.31,72.0
33512,E-280,0.0,183.31,85.0
33513,E-280,60.96,183.31,79.0
33514,E-280,121.92,183.31,77.0
33515,E-280,152.4,183.31,62.0
33528,E-287,0.0,3.31,85.0
33529,E-287,45.72,3.31,87.0
33530,E-287,91.44,3.31,88.0
33535,E-289,0.0,3.31,65.0
33536,E-289,60.96,3.31,61.0
33537,E-289,121.92,3.31,55.0
33538,E-289,182.88,3.31,49.0
33539,E-290,0.0,183.31,75.0
33540,E-290,60.96,183.31,65.0
33541,E-290,121.92,183.31,61.0
33542,E-290,182.88,183.31,54.0
33547,E-292,0.0,3.31,70.0
33548,E-292,60.96,3.31,71.0
33549,E-292,121.92,3.31,70.0
33550,E-292,182.88,3.31,68.0
33561,E-296,0.0,2.31,90.0
33562,E-296,30.48,2.31,82.0
33563,E-297,0.0,183.31,80.0
33564,E-297,60.96,183.31,54.0
33646,E-319,0.0,93.31,50.0
33647,E-319,60.96,93.31,52.0
33648,E-319,137.16,93.31,52.0
33916,G-1,0.0,182.31,47.0
33917,G-1,152.4,182.31,37.5
33918,G-1,228.6,182.31,32.0
33919,G-1,304.8,182.31,28.5
34061,G-2,0.0,182.31,43.0
34062,G-2,60.96,182.31,42.0
34063,G-2,91.44,182.31,41.0
34064,G-2,121.92,182.31,37.0
34065,G-2,152.4,182.31,36.0
34066,G-2,182.88,182.31,35.0
34067,G-2,213.36,182.31,36.0
34068,G-2,243.84,182.31,33.0
34069,G-2,274.32,182.31,34.0
34070,G-2,304.8,182.31,32.0
34168,G-4,0.0,2.31,45.67
34169,G-4,30.48,362.31,41.0
34170,G-4,60.96,362.31,25.5
34171,G-4,91.44,362.31,20.5
34172,G-4,121.92,362.31,18.5
34173,G-4,152.4,362.31,16.0
34174,G-4,182.88,362.31,16.0
34175,G-4,213.36,362.31,15.0
34176,G-4,243.84,362.31,14.5
34177,G-4,274.32,362.31,14.5
34178,G-4,304.8,362.31,12.5
34179,G-4,335.28,362.31,12.5
34320,G-8,0.0,360.65,49.0
34321,G-8,60.96,360.66,50.0
34322,G-8,91.44,360.66,46.0
34323,G-8,121.92,360.66,41.0
34324,G-8,152.4,360.66,39.0
34325,G-8,182.88,360.66,35.0
34326,G-8,213.36,360.66,27.5
34327,G-8,243.84,360.66,24.0
34328,G-8,274.32,360.66,20.5
34329,G-8,304.8,360.66,19.5
40412,L13485,0.0,183.14,85.0
40413,L13485,30.48,182.64,80.0
40414,L13485,60.96,182.14,75.0
40415,L13485,91.44,181.63,69.0
40416,L13485,121.31,181.14,63.0
40417,L13485,140.2,181.14,60.0
40418,L13486,0.0,3.14,80.0
40419,L13486,30.48,3.14,85.0
40420,L13486,60.96,3.14,87.0
40421,L13486,91.44,3.14,86.0
40422,L13486,121.92,3.14,89.0
40423,L13486,134.72,3.14,79.0
40424,L13487,0.0,152.14,80.0
40425,L13487,30.48,152.14,76.0
40426,L13487,60.96,152.14,68.0
40427,L13487,89.91,152.14,65.0
40428,L13487,120.39,152.14,62.0
40429,L13487,134.11,152.14,57.0
40430,L13488,0.0,169.14,65.0
40431,L13488,32.0,169.14,62.0
40470,L13507,0.0,169.14,70.0
40471,L13507,30.48,169.14,63.0
40472,L13507,60.96,169.14,54.0
40473,L13507,91.44,169.14,48.0
40474,L13507,121.92,169.14,46.0
40475,L13507,154.22,169.14,46.0
40553,L13550,0.0,77.14,70.0
40554,L13550,30.48,77.14,68.0
40555,L13550,57.91,77.14,70.0
40556,L13550,91.44,77.14,69.0
40557,L13550,121.92,77.14,66.0
40558,L13550,132.58,77.14,65.0
41764,L14095,0.0,3.14,60.0
41765,L14095,30.48,3.14,60.0
41766,L14095,60.96,3.14,60.0
41767,L14095,91.44,3.14,59.0
41768,L14095,121.92,3.14,58.0
41769,L14095,152.4,3.14,57.0
41770,L14095,182.88,3.14,56.0
41771,L14095,213.36,3.14,55.0
41772,L14096,0.0,3.14,55.0
41773,L14096,30.48,3.14,55.0
41774,L14096,60.96,3.14,54.0
41775,L14096,91.44,3.14,54.0
41776,L14096,121.92,3.14,54.0
41777,L14096,152.4,3.14,53.0
41778,L14096,182.88,3.14,53.0
41779,L14096,213.36,3.14,53.0
42224,L14225,0.0,2.31,75.0
42225,L14225,45.72,2.31,75.0
42226,L14225,91.44,2.31,74.0
42227,L14225A,0.0,182.31,45.0
42228,L14226,0.0,2.31,71.0
42229,L14226,45.72,2.31,70.0
42250,L14233,0.0,2.31,80.0
42251,L14233,45.72,2.31,80.0
42252,L14233,76.2,2.31,79.0
43565,L14665,0.0,2.31,70.0
43566,L14665,45.72,2.31,69.0
43567,L14666,0.0,182.31,50.0
43568,L14666,45.72,182.31,46.0
43569,L14666,71.62,185.31,46.0
43570,L14666,91.44,185.31,45.0
43571,L14666,135.63,186.31,45.0
43573,L14670,0.0,182.31,75.0
43574,L14670,45.72,182.31,74.0
43655,L14706,0.0,182.31,43.0
43656,L14706,45.72,182.31,43.0
43657,L14707,0.0,2.31,90.0
43658,L14707,54.86,2.31,88.0
43659,L14708,0.0,2.31,53.0
43660,L14708,45.72,2.31,53.0
43839,L14763,0.0,2.31,70.0
43840,L14763,30.48,2.31,70.0
43841,L14763,60.96,2.31,69.0
43842,L14764,0.0,182.31,45.0
43843,L14764,30.48,182.31,45.0
43844,L14764,60.96,182.31,45.0
43845,L14765,0.0,2.31,90.0
43846,L14765,30.48,2.31,90.0
43847,L14765,60.96,2.31,90.0
43848,L14765,91.44,2.31,89.0
43849,L14766,0.0,182.31,45.0
43850,L14766,30.48,182.31,45.0
43851,L14766,67.97,183.81,43.0
43852,L14766,68.0,183.31,43.0
43853,L14767,0.0,2.31,70.0
43854,L14767,30.48,2.31,70.0
43855,L14767,85.34,2.31,70.0
43856,L14768,0.0,182.31,45.0
43857,L14768,30.48,182.31,45.0
43858,L14769,0.0,2.31,70.0
43859,L14769,30.48,2.31,70.0
43860,L14769,60.96,2.31,69.0
43861,L14769,85.34,2.31,69.0
54193,M-68,0.0,182.31,61.4
54194,M-69,0.0,2.31,52.77
54196,M-70,0.0,89.29,50.43
54198,M-72,0.0,2.31,-90.0
54704,SpecialG,0.0,123.89,42.33
