,Unnamed: 0,BHID,FROM,TO,AU_AVG_GT,_id0
358,29969,11580,16.58112,17.28216,0.257,358
359,29970,11580,18.16608,18.37944,0.086,359
360,29971,11580,21.336,21.54936,0.026,360
361,29972,11580,32.58312,33.10128,0.026,361
362,29973,11580,66.47688,66.72072,0.026,362
363,29974,11580,78.15072,78.91272,0.026,363
364,29975,11580,86.16696,86.38032,0.171,364
365,29976,11580,130.88112,131.12496,0.943,365
366,29977,11580,142.52448,142.73784,1.286,366
367,29978,11580,155.17368,155.47848,0.257,367
368,29979,11580,161.8488,162.24504,0.171,368
369,29980,11580,170.74896,170.9928,0.171,369
370,29981,11580,212.62848,212.87232,39.257,370
371,29982,11580,217.71864,217.96248,0.686,371
372,30682,11621,18.8976,19.2024,0.429,372
373,30683,11621,39.53256,39.80688,0.086,373
374,30684,11621,50.07864,50.56632,0.086,374
375,30685,11621,50.56632,50.96256,5.314,375
376,30686,11621,50.96256,51.2064,0.086,376
377,30687,11621,91.1352,91.2876,0.171,377
378,30688,11622,84.24672,84.55152,0.086,378
379,30689,11622,85.46592,85.8012,0.171,379
380,30690,11622,89.3064,89.6112,2.143,380
381,30691,11622,92.26296,92.78112,0.257,381
382,30692,11622,95.0976,95.49384,0.086,382
383,30693,11622,97.10928,97.41408,0.003,383
384,31291,11658,20.60448,20.93976,0.003,384
385,31292,11658,22.31136,22.73808,0.257,385
386,31293,11658,36.69792,37.0332,0.003,386
387,31294,11658,59.436,60.0456,1.029,387
388,31295,11658,60.0456,60.3504,0.086,388
389,31296,11658,66.62928,66.87312,0.003,389
390,31297,11658,70.77456,71.44512,0.003,390
391,31298,11658,74.2188,74.676,0.003,391
392,31299,11658,76.962,77.724,0.171,392
393,31300,11658,89.09304,89.6112,0.003,393
394,31301,11658,90.09888,90.73896,0.003,394
395,31302,11658,95.0976,95.34144,0.257,395
396,31303,11658,97.01784,97.32264,2.143,396
397,31304,11658,98.1456,98.54184,4.629,397
398,31305,11658,99.18192,99.60864,8.486,398
399,31306,11658,100.67544,101.07168,0.171,399
400,31307,11658,102.7176,103.23576,0.086,400
401,31308,11658,107.7468,108.11256,0.003,401
402,31309,11658,109.33176,109.66704,0.003,402
403,31310,11658,141.00048,141.4272,0.257,403
404,31311,11658,143.5608,143.8656,0.086,404
405,31312,11658,148.19376,148.59,0.086,405
406,31313,11658,148.92528,149.56536,0.257,406
407,31314,11658,171.11472,171.81576,2.057,407
408,31315,11658,171.81576,172.09008,39.343,408
409,31316,11658,221.25432,221.55912,0.257,409
410,31317,11658,224.3328,224.60712,0.429,410
411,31318,11658,230.21544,230.4288,60.771,411
412,38290,12,25.908,27.1272,3.43,412
413,38291,12,27.1272,28.0416,3.429,413
414,38292,12,28.956,30.48,0.343,414
415,38293,12,31.3944,32.004,4.114,415
416,38294,12,32.004,33.528,4.114,416
417,38295,12,35.2044,35.6616,0.686,417
418,38296,12,35.6616,35.9664,0.171,418
419,38297,12,35.9664,36.4236,10.971,419
420,38298,12,36.4236,37.0332,0.686,420
421,38299,12,38.19144,38.49624,0.686,421
422,38300,12,50.292,51.054,0.686,422
423,38301,12,69.4944,70.7136,0.34,423
424,38302,12,76.2,77.1144,1.029,424
425,38303,12,77.1144,78.0288,0.686,425
426,38304,12,83.82,85.6488,0.34,426
427,38305,12,86.868,87.4776,0.686,427
428,38306,12,88.392,89.0016,0.34,428
429,38307,12,89.0016,90.2208,0.686,429
430,38308,12,90.2208,93.2688,0.686,430
431,38309,12,100.2792,100.8888,2.057,431
432,38310,12,105.7656,106.3752,0.686,432
433,38311,12,111.252,112.776,0.686,433
434,38312,12,122.8344,123.7488,0.34,434
435,38313,12,129.54,131.2164,0.34,435
436,38314,12,141.1224,141.732,2.057,436
437,38315,12,141.732,142.3416,4.286,437
438,38316,12,142.52448,143.46936,7.714,438
439,38317,12,143.46936,144.38376,7.714,439
440,38318,12,148.59,149.5044,0.34,440
441,38319,12,155.9052,156.972,1.029,441
442,38320,12,156.972,157.5816,0.686,442
443,38321,12,157.5816,158.1912,7.029,443
444,38322,12,158.1912,159.258,2.914,444
445,38323,12,159.258,159.5628,58.114,445
446,38324,12,159.5628,161.0868,0.686,446
447,38325,12,163.068,164.8968,2.057,447
448,54699,13,68.58,68.8848,0.086,448
449,54700,13,75.1332,76.2,0.686,449
450,54701,13,76.2,79.0956,0.086,450
451,54702,13,79.0956,79.8576,1.371,451
452,54703,13,83.82,85.344,0.686,452
453,54704,13,92.5068,92.964,0.086,453
454,54705,13,94.488,96.012,0.086,454
455,54706,13,97.536,99.06,0.086,455
456,54707,13,100.584,101.6508,0.086,456
457,54708,13,101.6508,102.108,0.171,457
458,54709,13,104.5464,105.156,0.086,458
459,54710,13,106.68,108.204,0.686,459
460,54711,13,125.97384,127.4064,1.371,460
461,54712,13,139.9032,140.3604,0.686,461
462,54713,13,140.3604,141.732,0.086,462
463,54714,13,186.2328,188.976,0.686,463
464,54715,13,188.976,189.5856,0.086,464
465,63106,13614,6.43128,7.0104,0.086,465
466,63107,13614,8.32104,8.44296,0.257,466
467,63108,13614,37.4904,38.2524,10.971,467
468,67045,14,7.62,8.2296,0.086,468
469,67046,14,9.144,9.4488,0.086,469
470,67047,14,25.908,26.2128,0.086,470
471,67048,14,37.4904,38.5572,0.686,471
472,67049,14,42.672,43.1292,0.686,472
473,67050,14,43.1292,44.196,0.086,473
474,67051,14,44.196,45.72,0.171,474
475,67052,14,45.72,47.244,0.086,475
476,67053,14,47.244,48.9204,0.686,476
477,67054,14,48.9204,49.53,2.057,477
478,67055,14,49.53,50.1396,0.086,478
479,67056,14,50.1396,50.7492,5.486,479
480,67057,14,50.7492,51.5112,0.686,480
481,67058,14,51.5112,53.9496,0.086,481
482,67059,14,53.9496,56.02224,0.171,482
483,67060,14,56.02224,56.41848,0.686,483
484,67061,14,56.41848,57.54624,14.4,484
485,67062,14,57.54624,58.46064,8.229,485
486,67063,14,58.46064,59.436,2.743,486
487,67064,14,59.436,60.96,4.114,487
488,69386,14341,9.87552,10.9728,0.003,488
489,69387,14341,10.9728,12.192,0.003,489
490,69388,14341,13.716,14.0208,0.003,490
491,69389,14341,14.0208,14.3256,0.017,491
492,69390,14341,14.3256,15.24,0.003,492
493,69391,14341,16.24584,16.52016,0.003,493
494,69392,14341,16.52016,17.03832,0.003,494
495,69393,14341,17.03832,17.43456,0.017,495
496,69394,14341,17.43456,17.95272,0.003,496
497,69395,14341,17.95272,18.288,0.003,497
498,69396,14341,18.288,18.80616,0.003,498
499,69397,14341,18.80616,19.812,0.003,499
500,69398,14341,28.0416,28.8036,0.017,500
501,69399,14341,28.8036,30.48,0.154,501
502,69400,14341,32.36976,33.10128,0.003,502
503,69401,14341,33.10128,34.01568,0.003,503
504,69402,14341,63.27648,64.008,0.017,504
505,69403,14341,64.008,64.6176,0.017,505
506,69404,14341,64.6176,65.01384,0.017,506
507,69405,14341,65.01384,65.19672,0.017,507
508,69406,14341,65.19672,65.532,0.017,508
509,69407,14341,65.532,66.1416,0.003,509
510,69408,14341,66.1416,66.99504,0.003,510
511,69409,14341,66.99504,68.58,0.017,511
512,69410,14341,68.58,79.248,0.017,512
513,69411,14341,83.82,84.7344,0.017,513
514,69412,14341,84.7344,86.106,0.017,514
515,69413,14341,86.106,87.44712,0.017,515
516,69414,14341,87.44712,88.392,0.003,516
517,69415,14341,88.392,89.916,0.003,517
518,69416,14341,91.44,92.0496,0.017,518
519,69417,14341,96.37776,96.98736,4.2,519
520,69418,14341,98.9076,99.6696,0.017,520
521,69419,14341,105.156,106.19232,0.017,521
522,69420,14341,106.19232,106.61904,0.017,522
523,69421,14341,106.61904,107.442,0.017,523
524,69422,14341,107.442,107.77728,0.017,524
525,69423,14341,107.77728,108.60024,0.017,525
526,69424,14341,108.60024,109.4232,0.017,526
527,69425,14341,109.4232,110.21568,0.017,527
528,69426,14341,117.89664,118.96344,0.017,528
529,69427,14341,118.96344,119.29872,0.103,529
530,69428,14341,119.29872,120.396,0.017,530
531,69429,14341,120.396,120.91416,0.003,531
532,69430,14341,122.31624,123.444,0.017,532
533,69431,14341,123.444,124.968,0.003,533
534,69432,14341,124.968,125.63856,0.017,534
535,69433,14341,129.75336,131.064,0.017,535
536,69434,14341,132.588,133.31952,0.034,536
537,69435,14341,143.256,144.78,0.034,537
538,69436,14341,147.00504,148.2852,0.003,538
539,69437,14341,149.87016,150.7236,0.003,539
540,69438,14341,152.21712,153.924,0.003,540
541,69439,14341,156.972,158.496,0.003,541
542,69440,14341,168.5544,169.164,0.017,542
543,69441,14341,169.164,170.0784,0.309,543
544,69442,14341,170.0784,170.688,0.003,544
545,69443,14341,170.688,172.212,0.003,545
546,69444,14341,172.212,173.736,0.003,546
547,69445,14341,173.736,175.26,0.003,547
548,69446,14341,177.42408,178.64328,0.017,548
549,69447,14341,181.356,182.118,0.017,549
550,69448,14341,184.404,185.0136,0.003,550
551,69449,14341,185.0136,185.928,0.003,551
552,69450,14341,195.072,196.596,0.003,552
553,69451,14341,202.692,203.94168,0.003,553
554,69452,14341,205.74,206.62392,0.003,554
555,69453,14341,208.3308,209.76336,0.017,555
556,69454,14341,214.884,216.01176,0.003,556
557,69455,14341,216.01176,216.408,0.003,557
558,69456,14341,216.408,217.65768,0.017,558
559,69457,14341,217.65768,217.932,0.003,559
560,69458,14341,217.932,218.63304,0.003,560
561,69459,14341,218.63304,220.15704,0.017,561
562,69460,14341,226.7712,228.50856,0.069,562
563,69461,14341,231.1908,232.2576,0.003,563
564,69462,14341,232.2576,232.92816,0.003,564
565,69463,14341,232.92816,234.29976,0.003,565
566,69464,14342,17.0688,18.50136,0.171,566
567,69465,14342,18.50136,19.75104,0.103,567
568,69466,14342,19.75104,20.1168,0.069,568
569,69467,14342,20.1168,20.7264,0.069,569
570,69468,14342,20.7264,21.06168,0.069,570
571,69469,14342,21.06168,21.51888,0.069,571
572,69470,14342,21.51888,21.88464,0.069,572
573,69471,14342,21.88464,23.1648,0.069,573
574,69472,14342,28.74264,29.96184,0.086,574
575,69473,14342,29.96184,30.29712,0.086,575
576,69474,14342,30.29712,31.79064,0.069,576
577,69475,14342,31.79064,32.18688,0.069,577
578,69476,14342,32.18688,33.64992,0.069,578
579,69477,14342,38.92296,40.50792,0.069,579
580,69478,14342,40.50792,41.4528,0.051,580
581,69479,14342,47.5488,49.0728,0.051,581
582,69480,14342,49.0728,50.5968,0.069,582
583,69481,14342,50.5968,52.1208,0.069,583
584,69482,14342,53.6448,55.1688,0.069,584
585,69483,14342,58.2168,59.7408,0.24,585
586,69484,14342,62.7888,64.3128,0.206,586
587,69485,14342,71.9328,73.4568,0.069,587
588,69486,14342,84.1248,85.6488,0.051,588
589,69487,14342,94.97568,96.3168,0.069,589
590,69488,14342,111.5568,113.0808,0.069,590
591,69489,14342,120.7008,122.2248,0.069,591
592,69490,14342,131.3688,132.8928,0.051,592
593,69491,14342,142.0368,143.5608,0.069,593
594,69492,14342,153.80208,154.62504,0.086,594
