,Unnamed: 0,BHID,FROM,TO,LITHO_DESC
5885,51469,18472,21.64,34.13,Intermediate to Ultramafic Volcanics
5886,51470,18472,34.13,39.01,Felsic to Intermediate Dykes
5887,51471,18472,39.01,39.47,Shear Zone
5888,51472,18472,39.47,49.71,Felsic to Intermediate Dykes
5889,51473,18472,49.71,60.83,Intermediate to Ultramafic Volcanics
5890,51474,18472,60.83,61.87,Felsic to Intermediate Dykes
5891,51475,18472,61.87,67.81,Shear Zone
5892,51476,18472,67.81,71.99,Indifferenciated Tuffs
5893,51477,18473,0.0,6.06,Casing
5894,51478,18473,6.06,35.72,Intermediate to Ultramafic Volcanics
5895,51479,18473,35.72,39.59,Diorite
5896,51480,18473,39.59,40.94,Indifferenciated Tuffs
5897,51481,18473,40.94,42.44,Diorite
5898,51482,18473,42.44,64.35,Indifferenciated Tuffs
5899,51483,18473,64.35,65.44,Diorite
5900,51484,18473,65.44,66.44,Intermediate to Ultramafic Volcanics
5901,51485,18473,66.44,69.37,Diorite
5902,51486,18473,69.37,77.99,Felsic to Intermediate Dykes
5903,51487,18474,0.0,6.7,Casing
5904,51488,18474,6.7,24.99,Intermediate to Ultramafic Volcanics
5905,51489,18474,24.99,31.08,Felsic to Intermediate Dykes
5906,51490,18474,31.08,48.21,Intermediate to Ultramafic Volcanics
5907,51491,18474,48.21,87.08,Early Diorite
5908,51492,18474,87.08,92.14,Felsic to Intermediate Dykes
5909,51493,18474,92.14,106.22,Intermediate to Ultramafic Volcanics
5910,51494,18474,106.22,111.0,Felsic to Intermediate Dykes
5911,51495,18475,0.0,18.74,Casing
5912,51496,18475,18.74,20.8,Shear Zone
5913,51497,18475,20.8,31.66,Felsic to Intermediate Dykes
5914,51498,18475,31.66,32.47,Shear Zone
5915,51499,18475,32.47,36.07,Early Diorite
5916,51500,18475,36.07,40.23,Shear Zone
5917,51501,18475,40.23,42.56,Felsic to Intermediate Dykes
5918,51502,18475,42.56,47.21,Shear Zone
5919,51503,18475,47.21,54.31,Intermediate to Ultramafic Volcanics
5920,51504,18475,54.31,56.28,Felsic to Intermediate Dykes
5921,51505,18475,56.28,60.1,Diorite
5922,51506,18475,60.1,60.5,Felsic to Intermediate Dykes
5923,51507,18475,60.5,63.79,Intermediate to Ultramafic Volcanics
5924,51508,18475,63.79,68.06,Felsic to Intermediate Dykes
5925,51509,18475,68.06,71.56,Shear Zone
5926,51510,18475,71.56,78.15,Felsic to Intermediate Dykes
5927,51511,18475,78.15,81.21,Diorite
5928,51512,18475,81.21,83.1,Intermediate to Ultramafic Volcanics
5929,51513,18475,83.1,88.81,Felsic to Intermediate Dykes
5930,51514,18475,88.81,90.0,Intermediate to Ultramafic Volcanics
5931,51515,18476,0.0,18.98,Casing
5932,51516,18476,18.98,21.7,Felsic to Intermediate Dykes
5933,51517,18476,21.7,22.31,Intermediate to Ultramafic Volcanics
5934,51518,18476,22.31,33.83,Felsic to Intermediate Dykes
5935,51519,18476,33.83,37.33,Diorite
5936,51520,18476,37.33,38.95,Felsic to Intermediate Dykes
5937,51521,18476,38.95,41.02,Intermediate to Ultramafic Volcanics
5938,51522,18476,41.02,45.81,Felsic to Intermediate Dykes
5939,51523,18476,45.81,66.26,Intermediate to Ultramafic Volcanics
5940,51524,18476,66.26,70.5,Diorite
5941,51525,18476,70.5,73.42,Felsic to Intermediate Dykes
5942,51526,18476,73.42,76.2,Diorite
5943,51527,18476,76.2,80.13,Felsic to Intermediate Dykes
5944,51528,18476,80.13,85.64,Intermediate to Ultramafic Volcanics
5945,51529,18476,85.64,92.99,Indifferenciated Tuffs
5946,51530,18477,0.0,21.82,Casing
5947,51531,18477,21.82,24.82,Intermediate to Ultramafic Volcanics
5948,51532,18477,24.82,25.32,Felsic to Intermediate Dykes
5949,51533,18477,25.32,25.75,Intermediate to Ultramafic Volcanics
5950,51534,18477,25.75,27.0,Diorite
5951,51535,18477,27.0,28.78,Intermediate to Ultramafic Volcanics
5952,51536,18477,28.78,35.23,Shear Zone
5953,51537,18477,35.23,36.54,Shear Zone
5954,51538,18477,36.54,41.77,Felsic to Intermediate Dykes
5955,51539,18477,41.77,42.19,Diorite
5956,51540,18477,42.19,45.75,Felsic to Intermediate Dykes
5957,51541,18477,45.75,47.88,Diorite
5958,51542,18477,47.88,50.3,Felsic to Intermediate Dykes
5959,51543,18477,50.3,51.29,Intermediate to Ultramafic Volcanics
5960,51544,18477,51.29,51.92,Early Diorite
5961,51545,18477,51.92,53.23,Intermediate to Ultramafic Volcanics
5962,51546,18477,53.23,56.06,Early Diorite
5963,51547,18477,56.06,61.7,Intermediate to Ultramafic Volcanics
5964,51548,18477,61.7,63.55,Early Diorite
5965,51549,18477,63.55,98.99,Intermediate to Ultramafic Volcanics
5966,51550,18478,0.0,4.26,Casing
5967,51551,18478,4.26,21.04,Intermediate to Ultramafic Volcanics
5968,51552,18478,21.04,21.61,Diorite
5969,51553,18478,21.61,22.37,Intermediate to Ultramafic Volcanics
5970,51554,18478,22.37,22.61,Diorite
5971,51555,18478,22.61,24.14,Intermediate to Ultramafic Volcanics
5972,51556,18478,24.14,27.46,Diorite
5973,51557,18478,27.46,30.17,Intermediate to Ultramafic Volcanics
5974,51558,18478,30.17,34.5,Diorite
5975,51559,18478,34.5,35.99,Intermediate to Ultramafic Volcanics
5976,51560,18478,35.99,40.96,Shear Zone
5977,51561,18478,40.96,57.1,Intermediate to Ultramafic Volcanics
5978,51562,18478,57.1,60.01,Diorite
5979,51563,18479,0.0,4.99,Casing
5980,51564,18479,4.99,19.5,Intermediate to Ultramafic Volcanics
5981,51572,18480,0.0,3.74,Casing
5982,51573,18480,3.74,15.54,Early Diorite
5983,51574,18481,0.0,6.97,Casing
5984,51575,18481,6.97,31.13,Early Diorite
5985,51576,18481,31.13,33.98,Intermediate to Ultramafic Volcanics
5986,51577,18481,33.98,35.0,Diorite
5987,51578,18481,35.0,39.01,Early Diorite
5988,51579,18482,0.0,7.13,Casing
5989,51580,18482,7.13,8.0,Intermediate to Ultramafic Volcanics
5990,51581,18482,8.0,10.94,Early Diorite
5991,51582,18482,10.94,11.82,Intermediate to Ultramafic Volcanics
5992,51583,18482,11.82,13.36,Diorite
5993,51584,18482,13.36,15.65,Intermediate to Ultramafic Volcanics
5994,51585,18482,15.65,54.01,Early Diorite
5995,51586,18483,0.0,6.09,Casing
5996,51587,18483,6.09,6.85,Intermediate to Ultramafic Volcanics
5997,51588,18483,6.85,24.09,Early Diorite
5998,51589,18483,24.09,25.52,Shear Zone
5999,51590,18483,25.52,28.55,Early Diorite
6000,51591,18483,28.55,29.99,Intermediate to Ultramafic Volcanics
6001,51592,18484,0.0,5.36,Casing
6002,51593,18484,5.36,6.35,Shear Zone
6003,51594,18484,6.35,14.66,Intermediate to Ultramafic Volcanics
6004,51595,18484,14.66,18.68,Felsic to Intermediate Dykes
6005,51596,18484,18.68,19.43,Intermediate to Ultramafic Volcanics
6006,51597,18484,19.43,20.36,Felsic to Intermediate Dykes
6007,51598,18484,20.36,30.54,Intermediate to Ultramafic Volcanics
6008,51599,18484,30.54,41.23,Intermediate to Ultramafic Volcanics
6009,51600,18484,41.23,43.34,Felsic to Intermediate Dykes
6010,51601,18484,43.34,48.0,Intermediate to Ultramafic Volcanics
6011,51602,18484,48.0,54.28,Early Diorite
6012,51603,18484,54.28,55.65,Intermediate to Ultramafic Volcanics
6013,51604,18484,55.65,65.98,Early Diorite
6014,51605,18485,0.0,3.53,Casing
6015,51606,18485,3.53,31.39,Early Diorite
6016,51607,18486,0.0,2.34,Casing
6017,51608,18486,2.34,7.19,Intermediate to Ultramafic Volcanics
6018,51609,18486,7.19,10.08,Felsic to Intermediate Dykes
6019,51610,18486,10.08,16.06,Intermediate to Ultramafic Volcanics
6020,51611,18486,16.06,17.4,Felsic to Intermediate Dykes
6021,51612,18486,17.4,20.97,Intermediate to Ultramafic Volcanics
6022,51613,18486,20.97,41.26,Intermediate to Ultramafic Volcanics
6023,51614,18486,41.26,50.56,Early Diorite
6024,51615,18486,50.56,50.99,Intermediate to Ultramafic Volcanics
6025,51616,18487,0.0,8.07,Casing
6026,51617,18487,8.07,44.16,Intermediate to Ultramafic Volcanics
6027,51618,18487,44.16,50.99,Early Diorite
6028,51619,18488,0.0,5.51,Casing
6029,51620,18488,5.51,10.42,Early Diorite
6030,51621,18488,10.42,12.03,Intermediate to Ultramafic Volcanics
6031,51622,18488,12.03,14.56,Early Diorite
6032,51623,18488,14.56,26.7,Intermediate to Ultramafic Volcanics
6033,51624,18488,26.7,37.79,Early Diorite
6034,51625,18488,37.79,66.72,Intermediate to Ultramafic Volcanics
6035,51626,18488,66.72,76.35,Intermediate to Ultramafic Volcanics
6036,51627,18488,76.35,138.01,Intermediate to Ultramafic Volcanics
6037,51628,18489,0.0,6.33,Casing
6038,51629,18489,6.33,14.47,Intermediate to Ultramafic Volcanics
6039,51630,18489,14.47,40.88,Diorite
6040,51631,18489,40.88,47.68,Intermediate to Ultramafic Volcanics
6041,51632,18489,47.68,48.88,Diorite
6042,51633,18489,48.88,50.04,Intermediate to Ultramafic Volcanics
6043,51634,18489,50.04,52.54,Diorite
6044,51635,18489,52.54,71.61,Indifferenciated Tuffs
6045,51636,18489,71.61,73.76,Felsic to Intermediate Dykes
6046,51637,18489,73.76,106.1,Indifferenciated Tuffs
6047,51638,18489,106.1,124.51,Early Diorite
6048,51646,18490,0.0,6.7,Casing
6049,51647,18490,6.7,8.99,Intermediate to Ultramafic Volcanics
6050,51648,18490,8.99,14.63,Felsic to Intermediate Dykes
6051,51649,18490,14.63,43.12,Intermediate to Ultramafic Volcanics
6052,51650,18490,43.12,44.65,Felsic to Intermediate Dykes
6053,51651,18490,44.65,67.29,Intermediate to Ultramafic Volcanics
6054,51652,18490,67.29,68.48,Diorite
6055,51653,18490,68.48,76.41,Indifferenciated Tuffs
6056,51654,18490,76.41,76.9,Diorite
6057,51655,18490,76.9,87.32,Indifferenciated Tuffs
6058,51656,18490,87.32,89.18,Diorite
6059,51657,18490,89.18,91.74,Indifferenciated Tuffs
6060,51658,18490,91.74,96.16,Diorite
6061,51659,18490,96.16,104.85,Indifferenciated Tuffs
6062,51660,18490,104.85,106.68,Indifferenciated Tuffs
6063,51661,18490,106.68,109.3,Intermediate to Ultramafic Volcanics
6064,51662,18490,109.3,117.1,Felsic to Intermediate Dykes
6065,51663,18490,117.1,118.11,Intermediate to Ultramafic Volcanics
6066,51664,18490,118.11,120.7,Felsic to Intermediate Dykes
6067,51665,18490,120.7,122.71,Intermediate to Ultramafic Volcanics
6068,51666,18490,122.71,140.08,Early Diorite
6069,51667,18490,140.08,140.66,Felsic to Intermediate Dykes
6070,51668,18490,140.66,142.34,Intermediate to Ultramafic Volcanics
6071,51669,18490,142.34,148.89,Felsic to Intermediate Dykes
6072,51670,18490,148.89,149.65,Felsic to Intermediate Dykes
6073,51671,18490,149.65,150.26,Intermediate to Ultramafic Volcanics
6074,51672,18490,150.26,151.48,Early Diorite
6075,51673,18490,151.48,153.1,Early Diorite
6076,51674,18490,153.1,157.94,Intermediate to Ultramafic Volcanics
6077,51675,18490,157.94,160.02,Intermediate to Ultramafic Volcanics
6078,51676,18490,160.02,161.6,Intermediate to Ultramafic Volcanics
6079,51677,18490,161.6,163.7,Intermediate to Ultramafic Volcanics
6080,51678,18490,163.7,167.36,Early Diorite
6081,51679,18490,167.36,168.0,Intermediate to Ultramafic Volcanics
6082,51680,18491,0.0,0.91,Casing
6083,51681,18491,0.91,22.35,Early Diorite
6084,51682,18491,22.35,23.98,Felsic to Intermediate Dykes
6085,51683,18492,0.0,1.67,Casing
6086,51684,18492,1.67,8.83,Early Diorite
6087,51685,18492,8.83,9.44,Shear Zone
6088,51686,18492,9.44,12.35,Early Diorite
6089,51687,18492,12.35,14.21,Felsic to Intermediate Dykes
6090,51688,18492,14.21,14.49,Early Diorite
6091,51689,18492,14.49,17.8,Felsic to Intermediate Dykes
6092,51690,18492,17.8,19.27,Early Diorite
6093,51691,18492,19.27,19.84,Early Diorite
6094,51692,18492,19.84,22.86,Felsic to Intermediate Dykes
6095,51693,18493,0.0,10.85,Casing
6096,51694,18493,10.85,14.67,Intermediate to Ultramafic Volcanics
6097,51695,18493,14.67,19.44,Diorite
6098,51696,18493,19.44,34.16,Intermediate to Ultramafic Volcanics
6099,51697,18493,34.16,56.05,Intermediate to Ultramafic Volcanics
6100,51698,18493,56.05,57.08,Felsic to Intermediate Dykes
6101,51699,18493,57.08,62.01,Intermediate to Ultramafic Volcanics
6102,51700,18493,62.01,62.54,Felsic to Intermediate Dykes
6103,51701,18493,62.54,69.57,Intermediate to Ultramafic Volcanics
6104,51702,18493,69.57,70.16,Felsic to Intermediate Dykes
6105,51703,18493,70.16,72.74,Intermediate to Ultramafic Volcanics
6106,51704,18493,72.74,73.57,Felsic to Intermediate Dykes
6107,51705,18493,73.57,82.66,Intermediate to Ultramafic Volcanics
6108,51706,18493,82.66,88.13,Felsic to Intermediate Dykes
6109,51707,18493,88.13,90.64,Intermediate to Ultramafic Volcanics
6110,51708,18493,90.64,97.23,Felsic to Intermediate Dykes
6111,51709,18493,97.23,100.91,Intermediate to Ultramafic Volcanics
6112,51710,18493,100.91,108.69,Intermediate to Ultramafic Volcanics
6113,51711,18493,108.69,113.47,Felsic to Intermediate Dykes
6114,51712,18493,113.47,113.69,Intermediate to Ultramafic Volcanics
6115,51713,18494,0.0,8.83,Casing
6116,51714,18494,8.83,28.34,Intermediate to Ultramafic Volcanics
6117,51715,18494,28.34,30.2,Felsic to Intermediate Dykes
6118,51716,18494,30.2,41.78,Intermediate to Ultramafic Volcanics
6119,51717,18494,41.78,43.95,Intermediate to Ultramafic Volcanics
6120,51718,18494,43.95,52.12,Intermediate to Ultramafic Volcanics
6121,51719,18494,52.12,91.74,Intermediate to Ultramafic Volcanics
6122,51720,18494,91.74,98.99,Intermediate to Ultramafic Volcanics
6123,51721,18494,98.99,107.99,Intermediate to Ultramafic Volcanics
6124,51722,18495,0.0,11.15,Casing
6125,51723,18495,11.15,17.44,Indifferenciated Tuffs
6126,51724,18495,17.44,19.56,Early Diorite
6127,51725,18495,19.56,23.19,Shear Zone
6128,51726,18495,23.19,34.86,Indifferenciated Tuffs
6129,51727,18495,34.86,35.9,Early Diorite
6130,51728,18495,35.9,37.03,Indifferenciated Tuffs
6131,51729,18495,37.03,42.5,Early Diorite
6132,51730,18495,42.5,53.61,Intermediate to Ultramafic Volcanics
6133,51731,18495,53.61,54.07,Diorite
6134,51732,18495,54.07,57.25,Intermediate to Ultramafic Volcanics
6135,51733,18495,57.25,58.29,Early Diorite
6136,51734,18495,58.29,58.67,Intermediate to Ultramafic Volcanics
6137,51735,18495,58.67,65.98,Early Diorite
6138,51736,18495,65.98,69.66,Intermediate to Ultramafic Volcanics
6139,51737,18495,69.66,76.71,Intermediate to Ultramafic Volcanics
6140,51738,18495,76.71,77.61,Early Diorite
6141,51739,18495,77.61,79.5,Indifferenciated Tuffs
6142,51740,18495,79.5,80.98,Early Diorite
6143,51741,18495,80.98,81.79,Shear Zone
6144,51742,18495,81.79,83.01,Diorite
6145,51743,18495,83.01,94.51,Early Diorite
6146,51744,18495,94.51,98.99,Shear Zone
6147,51745,18496,0.0,9.75,Casing
6148,51746,18496,9.75,27.18,Early Diorite
6149,51747,18496,27.18,28.65,Shear Zone
6150,51748,18496,28.65,38.06,Indifferenciated Tuffs
6151,51749,18496,38.06,39.04,Early Diorite
6152,51750,18496,39.04,45.01,Indifferenciated Tuffs
6153,51751,18496,45.01,49.77,Intermediate to Ultramafic Volcanics
6154,51752,18496,49.77,50.68,Early Diorite
6155,51753,18496,50.68,52.76,Intermediate to Ultramafic Volcanics
6156,51754,18496,52.76,57.02,Early Diorite
6157,51755,18496,57.02,57.97,Intermediate to Ultramafic Volcanics
6158,51756,18496,57.97,110.36,Early Diorite
6159,51757,18496,110.36,117.83,Felsic to Intermediate Dykes
6160,51758,18496,117.83,147.82,Early Diorite
6161,51759,18496,147.82,152.18,Felsic to Intermediate Dykes
6162,51760,18496,152.18,154.44,Early Diorite
6163,51761,18496,154.44,155.06,Diorite
6164,51762,18496,155.06,155.35,Early Diorite
6165,51763,18496,155.35,156.51,Felsic to Intermediate Dykes
6166,51764,18496,156.51,160.76,Shear Zone
6167,51765,18496,160.76,164.31,Felsic to Intermediate Dykes
6168,51766,18496,164.31,174.89,Indifferenciated Tuffs
6169,51767,18496,174.89,180.22,Intermediate to Ultramafic Volcanics
6170,51768,18496,180.22,182.94,Felsic to Intermediate Dykes
6171,51769,18496,182.94,183.0,Intermediate to Ultramafic Volcanics
6172,51770,18497,0.0,8.35,Casing
6173,51771,18497,8.35,10.78,Felsic to Intermediate Dykes
6174,51772,18497,10.78,43.28,Intermediate to Ultramafic Volcanics
6175,51773,18497,43.28,43.84,Felsic to Intermediate Dykes
6176,51774,18497,43.84,45.78,Intermediate to Ultramafic Volcanics
6177,51775,18497,45.78,46.96,Felsic to Intermediate Dykes
6178,51776,18497,46.96,51.23,Intermediate to Ultramafic Volcanics
6179,51777,18497,51.23,58.85,Shear Zone
6180,51778,18497,58.85,136.33,Intermediate to Ultramafic Volcanics
6181,51779,18497,136.33,147.0,Indifferenciated Tuffs
6182,51780,18498,0.0,10.97,Casing
6183,51781,18498,10.97,12.72,Intermediate to Ultramafic Volcanics
6184,51782,18498,12.72,14.17,Granodiorite
6185,51783,18498,14.17,29.77,Intermediate to Ultramafic Volcanics
6186,51784,18498,29.77,32.3,Diorite
6187,51785,18498,32.3,33.61,Intermediate to Ultramafic Volcanics
6188,51786,18498,33.61,34.38,Diorite
6189,51787,18498,34.38,45.11,Intermediate to Ultramafic Volcanics
6190,51788,18498,45.11,50.91,Felsic to Intermediate Dykes
6191,51789,18498,50.91,60.86,Intermediate to Ultramafic Volcanics
6192,51790,18498,60.86,61.14,Felsic to Intermediate Dykes
6193,51791,18498,61.14,88.97,Intermediate to Ultramafic Volcanics
6194,51792,18498,88.97,94.39,Diorite
6195,51793,18498,94.39,103.87,Intermediate to Ultramafic Volcanics
6196,51794,18498,103.87,120.15,Felsic to Intermediate Dykes
6197,51795,18498,120.15,120.47,Shear Zone
6198,51796,18498,120.47,122.1,Intermediate to Ultramafic Volcanics
6199,51797,18498,122.1,122.68,Felsic to Intermediate Dykes
6200,51798,18499,0.0,13.77,Casing
6201,51799,18499,13.77,24.29,Early Diorite
6202,51800,18499,24.29,49.86,Intermediate to Ultramafic Volcanics
6203,51801,18499,49.86,60.92,Felsic to Intermediate Dykes
6204,51802,18499,60.92,69.61,Intermediate to Ultramafic Volcanics
6205,51803,18499,69.61,88.48,Early Diorite
6206,51804,18499,88.48,89.61,Felsic to Intermediate Dykes
6207,51805,18499,89.61,105.91,Intermediate to Ultramafic Volcanics
6208,51806,18499,105.91,115.12,Intermediate to Ultramafic Volcanics
6209,51807,18499,115.12,153.0,Intermediate to Ultramafic Volcanics
6210,51819,18500,0.0,11.7,Casing
6211,51820,18500,11.7,34.5,Intermediate to Ultramafic Volcanics
6212,51821,18500,34.5,45.65,Early Diorite
6213,51822,18500,45.65,47.7,Intermediate to Ultramafic Volcanics
6214,51823,18500,47.7,57.75,Indifferenciated Tuffs
6215,51824,18500,57.75,62.02,Intermediate to Ultramafic Volcanics
6216,51825,18500,62.02,64.98,Indifferenciated Tuffs
6217,51826,18500,64.98,74.12,Intermediate to Ultramafic Volcanics
6218,51827,18500,74.12,76.8,Felsic to Intermediate Dykes
6219,51828,18500,76.8,81.29,Intermediate to Ultramafic Volcanics
6220,51829,18500,81.29,98.66,Felsic to Intermediate Dykes
6221,51830,18500,98.66,103.81,Indifferenciated Tuffs
6222,51831,18500,103.81,107.59,Intermediate to Ultramafic Volcanics
6223,51832,18500,107.59,111.73,Indifferenciated Tuffs
6224,51833,18500,111.73,118.17,Felsic to Intermediate Dykes
6225,51834,18500,118.17,119.84,Indifferenciated Tuffs
6226,51835,18500,119.84,128.38,Felsic to Intermediate Dykes
6227,51836,18500,128.38,130.82,Indifferenciated Tuffs
6228,51837,18500,130.82,131.36,Intermediate to Ultramafic Volcanics
6229,51838,18500,131.36,133.53,Felsic to Intermediate Dykes
6230,51839,18500,133.53,139.35,Intermediate to Ultramafic Volcanics
6231,51840,18500,139.35,143.92,Felsic to Intermediate Dykes
6232,51841,18500,143.92,167.54,Early Diorite
6233,51842,18500,167.54,169.37,Felsic to Intermediate Dykes
6234,51843,18500,169.37,179.95,Early Diorite
6235,51844,18500,179.95,184.0,Felsic to Intermediate Dykes
6236,51845,18500,184.0,189.0,Early Diorite
6237,51846,18501,0.0,1.21,Casing
6238,51847,18501,1.21,47.79,Intermediate to Ultramafic Volcanics
6239,51848,18501,47.79,50.68,Felsic to Intermediate Dykes
6240,51849,18501,50.68,53.64,Intermediate to Ultramafic Volcanics
6241,51850,18501,53.64,55.86,Early Diorite
6242,51851,18501,55.86,75.01,Intermediate to Ultramafic Volcanics
6243,51852,18502,0.0,4.66,Casing
6244,51853,18502,4.66,7.83,Early Diorite
6245,51854,18502,7.83,12.66,Diorite
6246,51855,18502,12.66,23.46,Intermediate to Ultramafic Volcanics
6247,51856,18502,23.46,37.03,Early Diorite
6248,51857,18502,37.03,41.72,Shear Zone
6249,51858,18502,41.72,42.64,Shear Zone
6250,51859,18502,42.64,87.17,Early Diorite
6251,51860,18502,87.17,100.58,Intermediate to Ultramafic Volcanics
6252,51861,18502,100.58,111.0,Early Diorite
6253,51862,18503,0.0,7.01,Casing
6254,51863,18503,7.01,43.22,Intermediate to Ultramafic Volcanics
6255,51864,18503,43.22,48.95,Felsic to Intermediate Dykes
6256,51865,18503,48.95,78.36,Intermediate to Ultramafic Volcanics
6257,51866,18503,78.36,86.71,Felsic to Intermediate Dykes
6258,51867,18503,86.71,106.68,Intermediate to Ultramafic Volcanics
6259,51868,18504,0.0,5.48,Casing
